"Mass_fraction_of_co2","Mass_fraction_of_h2o","Points:0","Points:1","Points:2","Temperature","Velocity:0","Velocity:1","Velocity:2"
0.00012484,0.000499,-0.29971,8.1234,-0.016749,296.52,-0.01372,-0.052491,0.0098641
0.00010821,0.00047729,-0.38448,8.1207,-0.00075098,296.39,-0.010895,-0.049713,0.0034852
0.00013139,0.00048431,-0.16243,8.2323,-0.0039541,297.64,-0.019137,-0.0087402,0.015917
0.00014315,0.00049169,-0.10785,8.2977,0.010151,309.34,0,0,0
0.00012601,0.0004764,-0.15547,8.2766,0.015782,298.28,-0.018999,-0.00094386,0.011462
0.00011999,0.00047117,-0.17587,8.2525,0.022594,298.07,-0.016165,-0.00019571,0.013777
0.00012429,0.00047533,-0.16583,8.2628,0.013228,297.93,-0.0181,-0.0040109,0.012769
0.0001269,0.00047868,-0.16509,8.2467,0.0074306,297.82,-0.017936,-0.0058138,0.015151
0.00013212,0.00048245,-0.14023,8.2684,0.0092126,298.35,-0.019363,-0.0030788,0.014973
0.00013733,0.00048798,-0.13208,8.2571,-0.0036331,297.91,-0.021048,-0.0086775,0.017519
0.00014284,0.00049287,-0.11662,8.2554,-0.0061586,298.29,-0.022117,-0.006403,0.02185
0.0001457,0.00049447,-0.10687,8.2787,-0.011118,298.14,-0.024156,-0.0088482,0.017343
0.00012939,0.00048041,-0.15146,8.2566,0.0088687,298.08,-0.018391,-0.0043263,0.015537
0.00011581,0.00047475,-0.24799,8.1763,0.012938,304.31,0,0,0
0.0001088,0.0004774,-0.37162,8.1246,0.0034677,296.44,-0.011229,-0.048985,0.0022369
0.00011302,0.00048366,-0.36122,8.1225,-0.014955,296.36,-0.01163,-0.050608,0.0057997
0.00011279,0.00048011,-0.32515,8.1366,0.0034892,296.58,-0.014933,-0.045129,0.0008115
0.00011009,0.00047676,-0.33411,8.132,0.015823,296.76,-0.015107,-0.04461,-0.0018722
0.00010979,0.00047408,-0.31721,8.1443,0.01496,296.87,-0.017407,-0.037124,-0.0021062
0.00010105,0.00046689,-0.42392,8.1242,0.0055532,296.34,-0.010393,-0.04893,0.0013296
0.0001009,0.00046806,-0.44257,8.1128,0.0033303,296.31,-0.0097768,-0.051164,0.003355
0.00010336,0.0004714,-0.42926,8.1143,-0.0074197,296.29,-0.010132,-0.051498,0.0043522
9.6126e-05,0.00046067,-0.46189,8.1158,0.021533,296.38,-0.0096401,-0.050192,-0.00035509
9.5555e-05,0.00046076,-0.48401,8.1094,0.010864,296.3,-0.0088097,-0.051903,0.0029913
9.4242e-05,0.0004592,-0.50954,8.1052,-0.0074853,296.22,-0.0081621,-0.053635,0.0048969
8.9968e-05,0.00045221,-0.52084,8.1139,0.015781,296.28,-0.007559,-0.051261,0.0014871
0.00011414,0.00047624,-0.27436,8.1552,0.016158,303.99,0,0,0
0.00011795,0.00048435,-0.28246,8.138,0.011018,303.8,0,0,0
0.0001286,0.00050307,-0.27187,8.1247,-0.0012873,303.23,0,0,0
0.00013297,0.00050729,-0.2532,8.1282,-0.0090257,303.18,0,0,0
0.00011764,0.00048746,-0.31047,8.1309,3.2508e-05,296.67,-0.015475,-0.048894,0.0029254
0.00012451,0.00049884,-0.29074,8.1208,0.0057315,303.17,0,0,0
0.00011555,0.00048572,-0.33054,8.1278,-0.0050443,296.49,-0.013142,-0.049153,0.0046903
0.0001366,0.00051724,-0.26484,8.1136,-0.017754,296.7,-0.014004,-0.052431,0.022054
0.00010518,0.00047571,-0.43786,8.0999,-0.013838,296.27,-0.0097777,-0.053157,0.006773
0.00010741,0.0004777,-0.40321,8.1103,0.00089054,296.37,-0.010328,-0.051129,0.0048492
0.00010549,0.00047314,-0.38917,8.1205,0.015837,296.48,-0.010792,-0.048083,-0.00018007
0.00011262,0.00048489,-0.36993,8.1115,0.00039731,296.43,-0.010412,-0.051175,0.0061678
0.0001178,0.00049532,-0.36747,8.0942,-0.0078978,296.39,-0.010044,-0.051635,0.010917
0.00011291,0.00048826,-0.39617,8.0931,-0.0058148,296.35,-0.0099803,-0.052255,0.0092673
0.00012711,0.0004796,-0.16905,8.2303,0.01074,298.23,-0.015079,-0.00034763,0.01969
0.00013176,0.0004834,-0.14906,8.2409,0.0055607,298.16,-0.017673,-0.0035674,0.019852
0.00014066,0.00048986,-0.11497,8.2752,0.011036,299.52,-0.020855,0.000253,0.018034
0.00013919,0.00048902,-0.12215,8.2654,0.0029608,298.51,-0.020756,-0.0038569,0.018924
0.00012784,0.00048123,-0.17557,8.2147,0.0099988,305.69,0,0,0
0.00013361,0.00048763,-0.1614,8.2083,-0.001214,305.55,0,0,0
0.00012112,0.00049887,-0.34716,8.0997,-0.018601,296.38,-0.010966,-0.051616,0.011366
0.0001166,0.00048995,-0.34496,8.1142,-0.0038542,296.46,-0.010922,-0.05122,0.0079729
0.00011421,0.00048599,-0.342,8.1155,0.014193,296.7,-0.010771,-0.053745,0.0049506
0.00010319,0.0004702,-0.40817,8.1196,0.015198,296.43,-0.010541,-0.048631,0.00018593
0.00010396,0.00047621,-0.475,8.0776,-0.022116,296.23,-0.0089281,-0.054693,0.0089815
0.00010522,0.00047715,-0.45324,8.0876,-0.016344,296.25,-0.0093177,-0.053863,0.0082713
9.7808e-05,0.00046561,-0.49271,8.0944,0.0015455,296.27,-0.0082258,-0.053657,0.0065103
0.00010162,0.00047152,-0.46645,8.0925,0.0015349,296.3,-0.0087395,-0.053432,0.0071545
9.3687e-05,0.00045818,-0.50221,8.108,0.0090849,296.28,-0.0082165,-0.052302,0.003432
9.8646e-05,0.00046822,-0.50477,8.0809,-0.00019982,296.27,-0.0077715,-0.054013,0.0085538
9.4608e-05,0.00046092,-0.51871,8.0932,0.0041083,296.27,-0.0075759,-0.053876,0.0060739
0.00014397,0.00052957,-0.24941,8.106,-0.02214,296.73,-0.015949,-0.050166,0.02523
0.00010689,0.00047807,-0.4189,8.1022,-0.00096506,296.34,-0.0099237,-0.052125,0.0061523
0.00011047,0.00048329,-0.39044,8.1029,0.010758,296.45,-0.0097569,-0.051917,0.0064408
0.00013955,0.00049386,-0.14648,8.2095,-0.01256,305.19,0,0,0
0.0001345,0.00048706,-0.1457,8.2206,0.0036085,306.49,0,0,0
0.00014099,0.00049342,-0.1308,8.2232,-0.0087064,305.76,0,0,0
0.00014904,0.00049818,-0.10153,8.2609,-0.016108,298.06,-0.025048,-0.0093734,0.021784
0.00013476,0.00048542,-0.13417,8.251,0.0085155,298.6,-0.018235,-0.0018651,0.021086
0.00010802,0.0004836,-0.46515,8.0633,-0.03311,296.22,-0.0093566,-0.055223,0.010135
0.00011398,0.00049229,-0.41642,8.073,-0.019535,296.29,-0.0098622,-0.053203,0.011188
0.00011156,0.00048738,-0.41393,8.085,-0.0055783,296.33,-0.0097279,-0.05275,0.009958
9.9728e-05,0.00046678,-0.45009,8.1081,0.015737,296.37,-0.0095492,-0.051664,0.0023111
0.00010226,0.00047378,-0.47859,8.0809,-0.0021674,296.28,-0.0083104,-0.053746,0.009093
0.00011949,0.00049191,-0.31786,8.1232,-0.0059901,296.53,-0.012869,-0.051021,0.0071798
0.00012609,0.00050558,-0.3205,8.1029,-0.017579,296.44,-0.011268,-0.050999,0.014017
0.00014477,0.00052913,-0.23842,8.1126,-0.0098959,303.27,0,0,0
0.00010891,0.00048366,-0.43231,8.083,-0.0044188,296.32,-0.0093912,-0.052925,0.0097614
0.00011614,0.00049393,-0.37653,8.0909,0.0089645,296.46,-0.00912,-0.051669,0.011825
0.0001182,0.00049901,-0.38779,8.075,-0.0083496,296.36,-0.0099026,-0.051539,0.012699
0.00013659,0.00048769,-0.12992,8.2333,0.0089175,307.11,0,0,0
0.00014371,0.00049432,-0.11463,8.2368,-0.0039128,306.49,0,0,0
0.00012915,0.00048157,-0.16001,8.2176,0.01553,306.52,0,0,0
0.00015047,0.0004985,-0.094248,8.2736,0.0024581,300.19,-0.023925,-0.0017886,0.023737
0.00014453,0.00049353,-0.10712,8.2641,0.0091802,300.01,-0.020355,-0.00037091,0.023806
0.00015128,0.00050126,-0.098963,8.239,-0.017074,305.89,0,0,0
0.00011725,0.00048922,-0.32456,8.1207,0.0045401,296.63,-0.012559,-0.051962,0.0059866
0.0001153,0.00048937,-0.35535,8.1081,0.0076169,296.51,-0.0098826,-0.052007,0.0081443
0.00012033,0.00049399,-0.30905,8.1167,0.014025,303.01,0,0,0
0.00012757,0.00051278,-0.34269,8.0755,-0.021369,296.38,-0.010865,-0.050324,0.015161
0.00013371,0.00052459,-0.3305,8.0585,-0.029974,296.36,-0.01199,-0.049567,0.016173
0.00013541,0.00052223,-0.29127,8.0938,-0.0096104,296.57,-0.01029,-0.045814,0.022683
0.00011532,0.00049648,-0.42722,8.0541,-0.024024,296.27,-0.0097358,-0.053314,0.012061
0.00010201,0.00046951,-0.42615,8.1121,0.018527,296.42,-0.010288,-0.050476,0.0010099
0.0001097,0.00048615,-0.44391,8.0703,-0.0147,296.28,-0.0092954,-0.053368,0.010805
0.00010442,0.00047599,-0.44938,8.0907,0.0028352,296.32,-0.0090836,-0.053151,0.0080149
0.00010507,0.000476,-0.43439,8.0981,0.0040286,296.34,-0.0095536,-0.052524,0.0065415
9.9997e-05,0.0004686,-0.46429,8.0974,0.01792,296.37,-0.008936,-0.053421,0.0055339
9.9122e-05,0.00046821,-0.48284,8.0903,0.016291,296.35,-0.0081072,-0.053777,0.0075414
0.000104,0.00047846,-0.49061,8.0603,-0.0066787,296.27,-0.0080216,-0.053566,0.010877
0.00013994,0.00052466,-0.25569,8.1114,0.00083756,303.17,0,0,0
0.00013303,0.00051439,-0.28195,8.1092,-0.0080151,296.76,-0.01086,-0.049499,0.023223
0.00012892,0.00050995,-0.3015,8.1055,-0.0003533,296.68,-0.0085468,-0.049989,0.020816
0.00012368,0.00050066,-0.3156,8.111,-0.0038718,296.55,-0.010647,-0.05246,0.013675
0.00012229,0.00050024,-0.33182,8.1038,-0.0051637,296.48,-0.010287,-0.051166,0.013036
0.00013988,0.00052712,-0.27146,8.0975,-0.015735,296.61,-0.012681,-0.046403,0.024939
0.00011117,0.00048639,-0.40413,8.0907,0.012458,296.43,-0.0093889,-0.052701,0.0095869
0.0001185,0.00049724,-0.36042,8.0928,0.01014,296.51,-0.0088684,-0.051465,0.012961
0.00012341,0.00050846,-0.37269,8.0635,-0.017205,296.35,-0.010416,-0.050907,0.014089
0.00012223,0.00050316,-0.3518,8.0881,-0.0073569,296.42,-0.0098236,-0.050655,0.013667
0.00011984,0.00050264,-0.37832,8.0735,0.006532,296.43,-0.0093518,-0.049923,0.01493
0.00011528,0.00049503,-0.40814,8.0714,-0.0073588,296.33,-0.0096283,-0.052024,0.012301
0.00015083,0.00049816,-0.090249,8.2962,0.00045955,309.19,0,0,0
0.000141,0.00049055,-0.11253,8.2457,0.016105,309.21,0,0,0
0.00014881,0.00049771,-0.097257,8.2488,0.00096554,308.14,0,0,0
0.00012088,0.00049974,-0.3437,8.0978,0.0037302,296.51,-0.0091361,-0.050995,0.013731
0.00013521,0.00053095,-0.33964,8.0348,-0.028602,296.34,-0.012232,-0.049244,0.015546
0.0001305,0.0005239,-0.36179,8.0335,-0.023135,296.33,-0.01136,-0.049715,0.014872
0.00014057,0.00053869,-0.31479,8.0378,-0.032919,296.36,-0.013241,-0.04836,0.016515
0.00010614,0.00047722,-0.41458,8.1002,0.02517,296.53,-0.0096538,-0.055041,0.0041821
0.00010717,0.00048224,-0.4533,8.0739,-0.00030621,296.31,-0.0087995,-0.052902,0.010881
0.00010882,0.00048755,-0.47426,8.0446,-0.012234,296.27,-0.0084976,-0.053107,0.011856
0.00010748,0.00048429,-0.46514,8.061,0.0015883,296.31,-0.0083053,-0.052169,0.012267
9.8008e-05,0.00046711,-0.49951,8.085,0.015952,296.33,-0.0075443,-0.053582,0.0085885
0.00010191,0.00047478,-0.48879,8.0713,0.017674,296.35,-0.0071867,-0.052541,0.012049
0.00013557,0.00052025,-0.27477,8.11,0.010055,303.34,0,0,0
0.00015119,0.00054457,-0.23844,8.0928,-0.017711,296.8,-0.015745,-0.044039,0.029326
0.00010902,0.00048398,-0.42419,8.0853,0.0138,296.41,-0.0092567,-0.052753,0.010277
0.00011652,0.00049736,-0.39192,8.077,0.017328,296.48,-0.009111,-0.050578,0.015081
0.0001228,0.00050794,-0.36239,8.0744,0.014221,296.51,-0.0087278,-0.047747,0.017675
0.00012493,0.00051028,-0.35609,8.0719,-0.0070956,296.41,-0.0098932,-0.049273,0.015583
0.00011454,0.00049431,-0.40848,8.0729,0.0073728,296.39,-0.0094056,-0.051234,0.013366
0.00011158,0.00049079,-0.45107,8.0523,-0.022449,296.26,-0.0092569,-0.053764,0.011626
0.00012766,0.00051195,-0.32837,8.0873,-0.0051517,296.48,-0.0096004,-0.04868,0.01731
0.00012404,0.0005037,-0.32162,8.1027,0.0081668,296.7,-0.0066239,-0.053207,0.018088
0.00012513,0.00051566,-0.38726,8.0335,-0.014171,296.33,-0.010357,-0.049798,0.014273
0.00013093,0.00052249,-0.34145,8.0566,-0.0077774,296.42,-0.010613,-0.046802,0.017313
0.00013804,0.00053241,-0.31089,8.058,-0.020861,296.42,-0.012059,-0.04639,0.018391
0.0001405,0.00053529,-0.29378,8.0673,-0.015088,296.48,-0.01203,-0.044033,0.020687
0.00011777,0.00050098,-0.40844,8.0566,-0.0074531,296.33,-0.0095755,-0.051081,0.013661
0.00011357,0.00049418,-0.4265,8.0616,0.0039937,296.35,-0.0091254,-0.050928,0.013593
0.0001244,0.00051335,-0.37914,8.0478,-0.0038326,296.37,-0.010035,-0.048571,0.015332
0.00010468,0.00047852,-0.46312,8.0764,0.015991,296.37,-0.0081527,-0.052738,0.011639
0.00010621,0.0004836,-0.48046,8.0529,0.012987,296.34,-0.0075017,-0.05067,0.013573
0.00010076,0.0004732,-0.50404,8.0669,0.010318,296.31,-0.0072386,-0.052855,0.011093
0.00014971,0.00054489,-0.24007,8.0962,0.002986,303.38,0,0,0
0.0001449,0.00053787,-0.25931,8.0917,-0.0045844,296.83,-0.013147,-0.039124,0.030343
0.00013211,0.00051703,-0.29338,8.1055,0.017221,303.2,0,0,0
0.00013303,0.0005192,-0.30059,8.0941,-0.0026688,296.6,-0.0089661,-0.044771,0.023042
0.00013033,0.00051559,-0.31006,8.0936,0.004061,296.65,-0.0073574,-0.045807,0.02253
0.00015604,0.00055144,-0.22138,8.0992,-0.0065241,303.39,0,0,0
0.00012059,0.00050682,-0.39271,8.0552,0.0079258,296.4,-0.0094839,-0.048225,0.015851
0.00015877,0.00050491,-0.077705,8.2856,0.010785,313.39,0,0,0
0.0001077,0.0004865,-0.48929,8.036,-0.013152,296.26,-0.0081994,-0.053318,0.011717
0.0001328,0.00052052,-0.31202,8.0827,-0.0095782,296.49,-0.010242,-0.046862,0.0195
0.00013241,0.00052238,-0.32624,8.0684,-0.012656,296.43,-0.010675,-0.047222,0.018074
0.00013646,0.00053669,-0.34543,8.0129,-0.024397,296.34,-0.012354,-0.048897,0.014725
0.00013192,0.00052905,-0.36841,8.0117,-0.025417,296.31,-0.011609,-0.050219,0.014047
0.00012119,0.00050911,-0.40444,8.0377,-0.0055817,296.34,-0.0097531,-0.049565,0.014369
0.0001355,0.00053226,-0.32502,8.0487,0.0001103,296.46,-0.011069,-0.042974,0.018449
0.000128,0.00051875,-0.36013,8.0499,-0.007292,296.39,-0.010514,-0.047887,0.01614
0.0001361,0.00052686,-0.29872,8.0828,-0.00079327,296.58,-0.0097424,-0.041781,0.023407
0.00013838,0.00052941,-0.28278,8.0918,0.0062564,296.87,-0.0092942,-0.037226,0.028869
0.00014402,0.00054071,-0.2724,8.078,-0.0018939,296.65,-0.012134,-0.036907,0.026012
0.00015621,0.00055828,-0.23716,8.0686,-0.023029,296.56,-0.016412,-0.040908,0.024302
0.00011477,0.00049766,-0.43576,8.0447,-0.0057019,296.31,-0.0090712,-0.051198,0.01336
0.00011982,0.00050676,-0.41828,8.0314,-0.018041,296.29,-0.009845,-0.051667,0.013254
0.00011136,0.00049193,-0.44773,8.0526,0.0094914,296.35,-0.0084596,-0.050226,0.01421
0.00010874,0.00048537,-0.44251,8.0724,0.013479,296.38,-0.0087514,-0.051927,0.012753
0.00015075,0.00054801,-0.24903,8.0796,-0.017813,296.61,-0.014743,-0.041195,0.026418
0.00012394,0.00050786,-0.34717,8.0834,0.0098569,296.53,-0.0082585,-0.04836,0.017862
0.00012966,0.00051945,-0.33545,8.0701,0.0055012,296.51,-0.0091194,-0.044841,0.0195
0.00012266,0.00051051,-0.37584,8.0624,0.023815,296.53,-0.0092305,-0.045122,0.019207
0.00015718,0.00050396,-0.078734,8.2598,0.0058981,312.82,0,0,0
0.00011191,0.00049457,-0.46937,8.0261,-0.010215,296.27,-0.0085044,-0.052161,0.012465
0.00011618,0.00050248,-0.45295,8.0141,-0.018822,296.26,-0.0091375,-0.05248,0.012424
0.00013019,0.00051821,-0.31799,8.0874,0.01557,296.76,-0.0053616,-0.042373,0.024072
0.0001334,0.00053148,-0.34935,8.0257,-0.0056175,296.39,-0.011399,-0.046,0.015856
0.00013902,0.00054036,-0.32336,8.0269,-0.010802,296.4,-0.012416,-0.045108,0.016405
0.00013673,0.00054105,-0.35645,7.9861,-0.021922,296.32,-0.012406,-0.049841,0.013333
0.00012882,0.0005253,-0.37025,8.0245,0.010692,296.41,-0.010371,-0.044446,0.015515
0.00012841,0.00052453,-0.38188,8.0133,-0.0053288,296.34,-0.010646,-0.047938,0.014295
0.00014794,0.00055162,-0.27595,8.0468,-0.012272,296.49,-0.013972,-0.040834,0.02007
0.00014122,0.00054127,-0.30176,8.0476,-0.0060682,296.48,-0.012198,-0.041739,0.019382
0.00014898,0.0005498,-0.26267,8.0646,-0.011401,296.56,-0.013999,-0.039216,0.023375
0.00011216,0.00049392,-0.4559,8.0398,-0.0043518,296.3,-0.0085902,-0.051498,0.013
0.00010983,0.00049037,-0.46538,8.0441,0.0099491,296.33,-0.0079238,-0.049936,0.013864
0.00014427,0.00053878,-0.25713,8.0978,0.014735,303.64,0,0,0
0.00015569,0.0005566,-0.23288,8.0792,-0.012213,296.74,-0.01597,-0.037819,0.029099
0.00014913,0.00054917,-0.25509,8.076,-0.0023757,296.69,-0.013856,-0.034869,0.02748
0.00012783,0.00051836,-0.34704,8.066,0.018112,296.55,-0.0087664,-0.042966,0.020703
0.0001299,0.00052369,-0.35028,8.0485,0.0087544,296.46,-0.010126,-0.043849,0.017895
0.00011708,0.000502,-0.4135,8.0533,0.01907,296.43,-0.0092073,-0.047376,0.016801
0.00011587,0.00050403,-0.4611,8.0009,-0.0058966,296.28,-0.0086517,-0.051054,0.012274
0.00012063,0.00051421,-0.46,7.9634,-0.032706,296.23,-0.009888,-0.054968,0.011165
0.00012006,0.0005127,-0.44702,7.9831,-0.011582,296.27,-0.0093342,-0.051738,0.011831
0.00012437,0.00051732,-0.40725,8.0095,-0.01402,296.3,-0.010249,-0.050378,0.013367
0.00013582,0.00052939,-0.31053,8.0684,0.00038741,296.52,-0.010118,-0.042094,0.021223
0.00014451,0.00055028,-0.30324,8.019,-0.015532,296.4,-0.013657,-0.04475,0.016442
0.00014227,0.00054841,-0.31769,8.0083,-0.013594,296.38,-0.013348,-0.045737,0.015204
0.00012392,0.00051649,-0.39734,8.0241,0.0073967,296.37,-0.0097854,-0.046709,0.014796
0.00014426,0.00054388,-0.28084,8.0628,-0.0040506,296.55,-0.012402,-0.038734,0.022643
0.00011905,0.00050704,-0.41877,8.0327,0.0070854,296.36,-0.0092627,-0.048079,0.014715
0.00011601,0.00050262,-0.42998,8.0392,0.027766,296.43,-0.0084628,-0.044655,0.016577
0.00014693,0.00054803,-0.26037,8.0785,0.012939,296.96,-0.012003,-0.028166,0.029184
0.00013504,0.00052631,-0.3007,8.0873,0.014357,296.83,-0.0069352,-0.036838,0.027361
0.0001587,0.000566,-0.22099,8.0845,0.01151,303.52,0,0,0
0.00016128,0.0005664,-0.21745,8.0769,-0.010465,296.81,-0.017554,-0.03455,0.029856
0.00012508,0.00051683,-0.37877,8.0424,0.014797,296.43,-0.0097517,-0.044802,0.016837
0.00012562,0.00051593,-0.36218,8.0615,0.025143,296.56,-0.0090236,-0.04269,0.020442
0.00016606,0.00051041,-0.059491,8.269,0.01237,329.4,0,0,0
0.0001175,0.00050494,-0.43652,8.0221,-0.0025653,296.31,-0.0090289,-0.049984,0.013458
0.00012206,0.0005153,-0.42692,7.996,-0.0068115,296.3,-0.0096197,-0.050222,0.012638
0.00012862,0.00052968,-0.40952,7.9621,-0.018633,296.27,-0.010852,-0.052139,0.011748
0.00012675,0.00052382,-0.40877,7.9851,-0.018887,296.28,-0.010595,-0.051312,0.012463
0.00013349,0.00053546,-0.35743,8.0042,0.004081,296.38,-0.011443,-0.045377,0.014228
0.00013879,0.00054381,-0.33308,8.0049,-0.0047267,296.38,-0.012484,-0.045346,0.014707
0.00013202,0.00053277,-0.37412,7.9935,-0.011186,296.32,-0.011316,-0.048779,0.013443
0.00014468,0.00056,-0.33349,7.9487,-0.02644,296.3,-0.014219,-0.051438,0.012537
0.00013453,0.00053524,-0.33684,8.0308,0.017216,296.47,-0.011259,-0.040352,0.016719
0.00013604,0.00053818,-0.33789,8.0183,0.0051704,296.42,-0.011731,-0.043327,0.015662
0.00014673,0.00055466,-0.28709,8.0259,-0.0020981,296.47,-0.013911,-0.040409,0.017273
0.00015385,0.00056283,-0.25465,8.041,-0.0096471,296.52,-0.015659,-0.038329,0.019763
0.00015407,0.00056622,-0.26098,8.0219,-0.012864,296.47,-0.01587,-0.041278,0.017173
0.00014044,0.0005375,-0.29049,8.071,0.0060469,296.63,-0.010714,-0.036235,0.024251
0.00011435,0.00050052,-0.44786,8.0284,0.022405,296.38,-0.0080271,-0.046132,0.014857
0.0001413,0.00054068,-0.28339,8.0789,0.024113,297.01,-0.010085,-0.026105,0.028077
0.00015402,0.00055841,-0.23922,8.0738,0.0011093,296.82,-0.015506,-0.030887,0.028404
0.00016516,0.00057026,-0.20207,8.0909,-0.00059484,303.64,0,0,0
0.00015886,0.00056812,-0.22981,8.0585,-0.0066459,296.64,-0.017036,-0.033883,0.023697
0.0001455,0.00054959,-0.27188,8.0648,0.019058,296.74,-0.012834,-0.027631,0.023613
0.00012744,0.00052127,-0.36306,8.0469,0.02467,296.51,-0.0098869,-0.041303,0.018667
0.00012217,0.00051311,-0.39593,8.0391,0.024914,296.45,-0.0095213,-0.043562,0.017068
0.00016695,0.00051104,-0.059218,8.2791,0.012435,326.65,0,0,0
0.00011231,0.00049777,-0.47522,8.0105,0.0074257,296.31,-0.0078132,-0.049465,0.01274
0.00011042,0.0004932,-0.47331,8.0291,0.014833,296.34,-0.0075724,-0.048536,0.013875
0.00011389,0.00049925,-0.45814,8.0215,0.0047176,296.31,-0.0082733,-0.049565,0.013415
0.00012568,0.00052477,-0.43105,7.9551,-0.022881,296.25,-0.010405,-0.053478,0.011293
0.00012407,0.00052157,-0.42676,7.9716,-0.0033994,296.29,-0.009763,-0.050496,0.011664
0.00013558,0.00053066,-0.30932,8.0725,0.017147,296.67,-0.0088833,-0.035611,0.02413
0.00014027,0.00054416,-0.30934,8.0335,0.011138,296.5,-0.012307,-0.038893,0.017535
0.00014298,0.00055153,-0.30958,8.008,0.0025643,296.43,-0.013226,-0.042537,0.015093
0.00014334,0.00055638,-0.32701,7.9683,-0.010357,296.34,-0.01357,-0.048233,0.012875
0.00013418,0.00054029,-0.37323,7.9672,-0.0061473,296.31,-0.011653,-0.049338,0.012244
0.00013954,0.00055173,-0.34957,7.9546,-0.0057995,296.32,-0.012786,-0.049368,0.012101
0.00012923,0.00052929,-0.39333,7.9834,-0.0078878,296.31,-0.010787,-0.049462,0.012684
0.0001388,0.00054384,-0.32216,8.019,0.012518,296.46,-0.012154,-0.040768,0.015707
0.000127,0.00052387,-0.3845,8.014,0.016187,296.39,-0.010163,-0.044581,0.014535
0.00012869,0.00052836,-0.38521,7.9966,0.0098311,296.36,-0.010496,-0.046213,0.013311
0.00013965,0.00054053,-0.30229,8.0538,0.014755,296.58,-0.011332,-0.035394,0.020757
0.00014462,0.00054862,-0.28344,8.0505,0.0083215,296.58,-0.012809,-0.03509,0.020689
0.00014936,0.00055761,-0.2626,8.0497,0.012406,296.63,-0.014405,-0.031285,0.020442
0.0001603,0.00057075,-0.23227,8.0445,-0.020184,296.52,-0.017272,-0.039695,0.020601
0.00015359,0.00057111,-0.28218,7.9792,-0.026045,296.37,-0.015925,-0.047584,0.014241
0.00016739,0.00058343,-0.20948,8.0381,-0.0205,296.55,-0.018823,-0.038136,0.020128
0.00016503,0.00057662,-0.21024,8.0593,-0.011912,296.66,-0.018433,-0.033821,0.024437
0.00015449,0.00056487,-0.24215,8.0538,0.0078368,296.67,-0.015784,-0.030015,0.021555
0.0001181,0.00051136,-0.46043,7.9722,0.0067958,296.29,-0.0085182,-0.050229,0.011103
0.00011746,0.00050712,-0.44198,8.0104,0.013222,296.34,-0.0085807,-0.047658,0.013439
0.00012048,0.00051451,-0.43252,7.9927,0.0167,296.33,-0.0088922,-0.047221,0.012436
0.00012395,0.00052324,-0.45286,7.9347,-0.026984,296.23,-0.010137,-0.055171,0.010597
0.00012343,0.00052276,-0.43924,7.9504,0.0016378,296.27,-0.0094357,-0.051394,0.010727
0.00014608,0.00055809,-0.30884,7.9866,-0.014748,296.37,-0.014173,-0.046752,0.014098
0.00013167,0.00053859,-0.40182,7.9363,-0.012515,296.27,-0.011275,-0.052555,0.01108
0.00012237,0.00051574,-0.41447,8.0088,0.0097955,296.35,-0.0094348,-0.04716,0.01372
0.00012595,0.00052418,-0.40674,7.9862,0.0053293,296.32,-0.010014,-0.048075,0.012558
0.00014956,0.0005632,-0.28581,7.9993,-0.0066541,296.42,-0.014713,-0.043433,0.014894
0.00014161,0.00055262,-0.32073,7.9882,0.0094192,296.4,-0.013059,-0.043929,0.01324
0.00013801,0.0005461,-0.3432,7.9837,0.0032395,296.37,-0.012344,-0.046079,0.01307
0.00013326,0.00053786,-0.36679,7.984,0.0072252,296.36,-0.011351,-0.046491,0.012733
0.00013329,0.00053928,-0.38655,7.9545,-0.015658,296.28,-0.011639,-0.051495,0.011863
0.00014364,0.00056327,-0.34384,7.9194,-0.014457,296.29,-0.013888,-0.052365,0.011509
0.00015016,0.00056018,-0.26841,8.0325,0.0028674,296.52,-0.014813,-0.03707,0.018047
0.00015094,0.00056415,-0.27321,8.0127,-0.0013493,296.46,-0.015002,-0.040518,0.015872
0.00015723,0.0005745,-0.25536,8.0027,-0.016581,296.43,-0.016505,-0.043227,0.015632
0.00015955,0.00057518,-0.2397,8.0219,-0.013813,296.49,-0.017059,-0.040064,0.017422
0.00016438,0.00058659,-0.23149,7.9971,-0.023129,296.44,-0.018008,-0.043603,0.015639
0.00011896,0.00050997,-0.42633,8.0179,0.025546,296.39,-0.0086691,-0.044705,0.0144
0.00016268,0.00057381,-0.21251,8.0722,0.0045149,297.06,-0.017625,-0.025764,0.029209
0.00016786,0.00058085,-0.1977,8.0699,-0.0022416,296.94,-0.018857,-0.02749,0.028942
0.00017013,0.00051285,-0.037974,8.2755,0.017003,356.21,0,0,0
0.00011516,0.00050417,-0.46005,8.002,0.017431,296.33,-0.0079709,-0.047635,0.012716
0.0001204,0.0005174,-0.48069,7.9232,-0.028672,296.21,-0.0093862,-0.0563,0.010113
0.00011991,0.000516,-0.46383,7.9492,-0.0029897,296.26,-0.0089383,-0.0524,0.010452
0.00015071,0.00057273,-0.30179,7.9445,-0.015973,296.34,-0.015194,-0.049604,0.012477
0.00016196,0.00059376,-0.25477,7.9388,-0.021466,296.36,-0.017499,-0.049101,0.012994
0.00015416,0.00058325,-0.29994,7.9118,-0.027421,296.3,-0.016188,-0.05278,0.01222
