Mass_fraction_of_co2,Mass_fraction_of_h2o,Points:0,Points:1,Points:2,Temperature,Velocity:0,Velocity:1,Velocity:2
0.00013809,0.0017012,0.55971,6.3838,-0.54419,296.34,0.0061963,-0.054761,0.013626
0.0001393,0.0017225,0.62485,6.4074,-0.47236,296.4,0.0054673,-0.01755,0.022748
0.00013826,0.0017199,0.59938,6.3783,-0.45295,296.37,0.0024822,-0.046956,0.022835
0.00013905,0.0017144,0.59574,6.3775,-0.50436,296.38,0.0060853,-0.030034,0.021026
0.0001404,0.0017148,0.62524,6.4427,-0.56144,296.41,0.015063,0.013976,0.013941
0.00013736,0.0017189,0.57912,6.345,-0.43247,296.34,0.00064254,-0.068737,0.021539
0.00013505,0.0017763,0.63534,6.3173,-0.24255,296.31,0.0013209,-0.1072,0.021008
0.00013655,0.0017558,0.62183,6.2871,-0.31072,296.34,0.0048669,-0.089651,0.025191
0.00013472,0.0017379,0.54762,6.2412,-0.30841,296.3,0.00083723,-0.1113,0.01499
0.00013178,0.0018381,0.65712,6.3277,-0.091086,296.26,-0.0016317,-0.13144,0.019676
0.00014097,0.0017134,0.63919,6.499,-0.65,296,0,0,0
0.00013928,0.0017046,0.58472,6.4084,-0.60566,296.36,0.014129,-0.025067,0.0095053
0.00011971,0.0023422,0.58299,6.3846,0.56034,296.23,0.0037424,0.056258,-0.013477
0.00011708,0.0025717,0.63971,6.3859,0.55794,296.3,0.008161,0.18194,-0.020958
0.00013744,0.001713,0.5604,6.3145,-0.458,296.34,0.00048048,-0.070548,0.021574
0.00014078,0.0017327,0.6664,6.4054,-0.46047,296.44,0.012867,0.024997,0.032678
0.00014025,0.0017188,0.62236,6.3965,-0.52207,296.42,0.011333,0.0045543,0.021985
0.00013423,0.0017927,0.64606,6.3214,-0.19959,296.3,0.00020047,-0.11579,0.020458
0.00013513,0.0017754,0.62693,6.2736,-0.2423,296.32,0.0048153,-0.10805,0.021003
0.00013779,0.00173,0.58377,6.2648,-0.40642,296.36,0.002861,-0.071588,0.02841
0.00013872,0.0017318,0.61689,6.3262,-0.42018,296.38,0.0047897,-0.043483,0.030891
0.0001362,0.0017523,0.59174,6.222,-0.30864,296.34,0.0057799,-0.099754,0.021319
0.00013239,0.001805,0.62011,6.3352,-0.1415,296.26,-0.0032592,-0.12761,0.016815
0.00014113,0.001714,0.62647,6.4455,-0.65,296,0,0,0
0.00014168,0.0017183,0.64908,6.4684,-0.60553,296.43,0.023077,0.053028,0.0082157
0.00013866,0.0016978,0.56443,6.3898,-0.65,296,0,0,0
0.00011859,0.0025496,0.60911,6.4034,0.65,296,0,0,0
0.00011833,0.0025541,0.61191,6.3672,0.60042,296.32,0.010412,0.15777,-0.011556
0.00013893,0.0017135,0.57541,6.315,-0.50733,296.38,0.0055791,-0.040786,0.025387
0.00014051,0.0017152,0.60476,6.3677,-0.56279,296.41,0.012332,0.0042747,0.019882
0.00013676,0.0017316,0.56333,6.2299,-0.37601,296.34,0.0021449,-0.091872,0.022991
0.00013682,0.001772,0.64257,6.2365,-0.27788,296.35,0.0098584,-0.094307,0.026801
0.00013823,0.0017449,0.61866,6.2634,-0.36983,296.38,0.0063607,-0.066787,0.032463
0.00013818,0.0017586,0.63385,6.2279,-0.33114,296.38,0.010298,-0.076017,0.031902
0.00013519,0.0017641,0.59487,6.2152,-0.26114,296.32,0.0067839,-0.10947,0.017929
0.00013289,0.0018176,0.65119,6.2989,-0.13493,296.28,0.0015546,-0.12626,0.019197
0.00013965,0.0017069,0.57738,6.3553,-0.60657,296.37,0.013351,-0.021117,0.011874
0.00013009,0.0018693,0.65145,6.34,-0.022296,296.23,-0.0026217,-0.13457,0.019399
0.00013845,0.0017141,0.55971,6.2745,-0.48879,296.37,0.0016117,-0.05677,0.026642
0.0001394,0.0017222,0.60414,6.3323,-0.47583,296.4,0.0062403,-0.025657,0.028765
0.00014042,0.0017162,0.58998,6.3201,-0.55069,296.41,0.010278,-0.007867,0.02485
0.00014222,0.0017211,0.63801,6.4104,-0.60575,296.44,0.020597,0.056108,0.013743
0.0001406,0.0017276,0.63799,6.3669,-0.4801,296.43,0.010732,0.0097705,0.032105
0.00014139,0.0017387,0.66949,6.3526,-0.44602,296.46,0.013347,0.026392,0.042927
0.00014044,0.0017421,0.63682,6.2661,-0.41938,296.43,0.009324,-0.022637,0.042328
0.00013815,0.0017465,0.60368,6.2121,-0.36234,296.38,0.0070678,-0.07731,0.029829
0.00013519,0.0017524,0.56231,6.1771,-0.2835,296.33,0.0054004,-0.11112,0.014028
0.00014174,0.0017172,0.61693,6.3921,-0.65,296,0,0,0
0.00013895,0.0017001,0.55801,6.3369,-0.65,296,0,0,0
0.00013917,0.0017036,0.55431,6.3106,-0.60689,296.35,0.010907,-0.03877,0.011896
0.0001383,0.0017033,0.54221,6.2938,-0.54815,296.35,0.0039427,-0.058119,0.019705
0.00014051,0.001731,0.61922,6.2907,-0.46527,296.43,0.0080181,-0.010705,0.037715
0.00014085,0.0017229,0.61378,6.3302,-0.51708,296.44,0.011163,0.0068077,0.030133
0.00014202,0.0017264,0.64281,6.3661,-0.52842,296.47,0.016572,0.049123,0.029122
0.00013345,0.0017996,0.62852,6.2647,-0.16787,296.29,0.0046536,-0.12182,0.017375
0.00013559,0.0017859,0.64193,6.2237,-0.2292,296.34,0.0099385,-0.10764,0.021917
0.00014026,0.0017464,0.62612,6.2172,-0.40236,296.43,0.0093255,-0.043264,0.041534
0.00013935,0.0017385,0.58399,6.1803,-0.41244,296.41,0.0029457,-0.066717,0.033248
0.00013979,0.0017303,0.5986,6.252,-0.45304,296.41,0.0048131,-0.037653,0.036069
0.00013738,0.0017748,0.64082,6.1893,-0.27928,296.37,0.013187,-0.094142,0.025473
0.00013767,0.0017602,0.61302,6.1796,-0.31628,296.38,0.010169,-0.090861,0.025237
0.00013772,0.0017462,0.58251,6.1719,-0.35396,296.37,0.0058113,-0.089542,0.024509
0.00014312,0.0017257,0.62969,6.3574,-0.60643,296.47,0.01962,0.064785,0.017006
0.00011717,0.0027897,0.64295,6.35,0.65,296,0,0,0
0.0001411,0.0017262,0.60528,6.28,-0.50727,296.44,0.0089695,-0.00024801,0.035715
0.00014457,0.0017354,0.65004,6.3104,-0.55196,296.55,0.019855,0.099321,0.036874
0.00014075,0.0017367,0.59901,6.2041,-0.45124,296.44,0.0039629,-0.035469,0.040648
0.00014023,0.0017619,0.64566,6.1799,-0.35441,296.43,0.014054,-0.057935,0.038133
0.00014291,0.0017236,0.60971,6.3392,-0.65,296,0,0,0
0.00013981,0.0017059,0.55259,6.2847,-0.65,296,0,0,0
0.00014458,0.0017332,0.62337,6.3048,-0.60702,296.51,0.018301,0.081802,0.020358
0.00013973,0.0017161,0.55968,6.2457,-0.52903,296.4,0.00032572,-0.038821,0.028301
0.00014432,0.0017368,0.63125,6.2676,-0.5448,296.53,0.013453,0.072389,0.042004
0.00014302,0.0017429,0.63646,6.2277,-0.46979,296.5,0.0096298,0.0217,0.050509
0.0001412,0.0017528,0.6276,6.1707,-0.39865,296.45,0.0093571,-0.043376,0.0424
0.00014492,0.0017342,0.6042,6.2869,-0.65,296,0,0,0
0.00014229,0.0017234,0.58552,6.2688,-0.59399,296.45,0.0083804,0.018258,0.02286
0.00014127,0.0017301,0.59248,6.2263,-0.49602,296.45,0.0027122,-0.014995,0.038738
0.00014286,0.0017295,0.59377,6.2422,-0.55844,296.48,0.0048902,0.023706,0.035401
0.00014337,0.0017513,0.63939,6.1796,-0.44299,296.5,0.0087313,0.0026857,0.053068
0.00014247,0.0017422,0.58189,6.134,-0.47502,296.48,-0.0070886,-0.037041,0.041482
0.00013933,0.0017473,0.58432,6.134,-0.38257,296.41,0.0044541,-0.081362,0.027853
0.00014002,0.0017248,0.55308,6.1824,-0.49202,296.41,-0.0060777,-0.054808,0.033035
0.00013766,0.0017832,0.63938,6.134,-0.26246,296.39,0.016546,-0.099833,0.019944
0.00013963,0.0017728,0.64262,6.134,-0.31547,296.42,0.01615,-0.081639,0.028425
0.00013892,0.0017586,0.60471,6.134,-0.34084,296.4,0.0097184,-0.086587,0.025824
0.00013934,0.001735,0.55548,6.134,-0.42813,296.41,-0.0029272,-0.081391,0.027066
0.00014232,0.0017516,0.61216,6.134,-0.42663,296.47,0.0036946,-0.040763,0.042218
0.00014776,0.0017498,0.62316,6.239,-0.60642,296.6,0.0099876,0.12331,0.025849
0.00014398,0.0017335,0.58071,6.2168,-0.5934,296.5,-0.0017196,0.030374,0.027771
0.00014744,0.001748,0.59978,6.2349,-0.65,296,0,0,0
0.00014235,0.0017293,0.57377,6.2033,-0.54748,296.47,-0.0041326,-0.0069977,0.035792
0.00014491,0.0017432,0.63788,6.2294,-0.51774,296.55,0.0079692,0.068844,0.05174
0.00014347,0.0017432,0.61025,6.1776,-0.48958,296.51,6.22E-05,0.0058214,0.049436
0.000142,0.0017642,0.64404,6.134,-0.37478,296.47,0.013039,-0.049201,0.040516
0.00014792,0.0017515,0.6416,6.2163,-0.56584,296.64,0.0080029,0.13563,0.047871
0.00014654,0.0017493,0.61468,6.1775,-0.54949,296.59,-0.0053214,0.070203,0.050521
0.00014235,0.0017337,0.5516,6.134,-0.52601,296.47,-0.016773,-0.038407,0.035988
0.00014484,0.0017396,0.57012,6.173,-0.58607,296.53,-0.014987,0.023497,0.033944
0.00014609,0.0017577,0.63802,6.134,-0.47387,296.56,0.00024957,0.028043,0.059226
0.00014643,0.0017533,0.61083,6.134,-0.51984,296.58,-0.011895,0.037518,0.055743
0.00014012,0.0017863,0.65579,6.0906,-0.28737,296.44,0.020378,-0.088705,0.022015
0.00015231,0.0017671,0.65168,6.2363,-0.65,296,0,0,0
0.00015012,0.0017627,0.5957,6.1833,-0.65,296,0,0,0
0.0001462,0.0017652,0.63939,6.0896,-0.44299,296.55,0.0023077,-0.0050466,0.051522
0.00014651,0.0017593,0.61025,6.0882,-0.48958,296.57,-0.010911,0.0041499,0.050942
0.00014998,0.0017617,0.61885,6.1849,-0.6046,296.67,-0.0071244,0.14493,0.035689
0.00015425,0.0017768,0.64855,6.1848,-0.65,296,0,0,0
0.00014729,0.0017537,0.59139,6.134,-0.56545,296.6,-0.023115,0.051472,0.04988
0.00015247,0.0017744,0.62021,6.134,-0.60728,296.74,-0.033018,0.18289,0.059859
0.000151,0.0017673,0.64182,6.134,-0.5632,296.71,-0.019959,0.15224,0.06904
0.00015329,0.0017762,0.6668,6.092,-0.5487,296.75,-0.028717,0.18439,0.085017
0.00015593,0.0017865,0.64732,6.134,-0.65,296,0,0,0
4.27E-08,0.00060164,0.54725,10.553,-0.30256,294.62,-0.006699,-0.10866,-0.021028
4.09E-08,0.00060505,0.55035,10.594,-0.186,294.57,-0.0046278,-0.10931,-0.036449
5.59E-08,0.00059924,0.54923,10.527,-0.19426,294.59,-0.0075679,-0.11334,-0.032726
2.92E-08,0.00058915,0.52455,10.662,-0.20255,294.55,-0.002762,-0.10542,-0.035167
2.91E-08,0.00058397,0.52283,10.661,-0.020502,294.5,0.00076133,-0.12303,-0.059663
1.74E-08,0.00060524,0.56114,10.735,-0.40315,294.68,0.0030995,-0.085622,-0.0082391
4.04E-08,0.00058497,0.52355,10.546,-0.35388,294.62,-0.0075615,-0.10925,-0.013898
5.44E-08,0.0006039,0.55365,10.514,-0.2623,294.62,-0.0080475,-0.11239,-0.024926
3.99E-08,0.00059604,0.53895,10.606,-0.13227,294.55,-0.0040079,-0.11221,-0.04286
2.28E-08,0.00061956,0.57108,10.688,-0.34889,294.63,0.00064337,-0.093546,-0.016751
2.79E-08,0.0006136,0.56167,10.647,-0.31997,294.62,-0.0018436,-0.099087,-0.020719
1.85E-08,0.0006069,0.55015,10.758,-0.27645,294.58,0.0029226,-0.093107,-0.026485
3.15E-08,0.0005926,0.53627,10.581,-0.40303,294.68,-0.0052988,-0.10284,-0.0077801
3.92E-08,0.0006056,0.55314,10.527,-0.40449,294.71,-0.0062962,-0.10718,-0.0072035
3.43E-08,0.00060738,0.55342,10.609,-0.28195,294.6,-0.0042626,-0.10409,-0.024899
4.95E-08,0.00061976,0.57448,10.542,-0.22667,294.62,-0.0061166,-0.11002,-0.030479
4.90E-08,0.0006177,0.57188,10.558,-0.1731,294.6,-0.005186,-0.11113,-0.037145
2.11E-08,0.00059996,0.53682,10.73,-0.23243,294.56,0.001066,-0.098173,-0.032083
2.75E-08,0.00060868,0.55249,10.662,-0.27239,294.59,-0.0015361,-0.10035,-0.027261
2.29E-08,0.00061611,0.56252,10.699,-0.30246,294.6,0.00088729,-0.095223,-0.023541
2.56E-08,0.00060606,0.55589,10.636,-0.39511,294.68,-0.0017534,-0.096626,-0.009543
1.03E-07,0.00058183,0.54183,10.405,-0.17669,294.61,-0.011224,-0.12154,-0.029709
9.43E-08,0.00059527,0.55657,10.399,-0.24242,294.64,-0.010943,-0.1215,-0.023665
4.59E-08,0.00058652,0.54347,10.582,-0.012245,294.53,-0.0012266,-0.12459,-0.055382
2.24E-08,0.00061477,0.54243,10.714,-0.043662,294.52,0.0052148,-0.11571,-0.061271
2.31E-08,0.00060662,0.54086,10.698,0.00085456,294.51,0.0062732,-0.12583,-0.06804
1.70E-08,0.0006034,0.53783,10.785,-0.22103,294.55,0.004043,-0.09498,-0.03306
2.14E-08,0.00061522,0.57001,10.683,-0.39707,294.68,0.0011131,-0.09079,-0.0094552
1.68E-08,0.00061839,0.57239,10.768,-0.34846,294.63,0.0049501,-0.085823,-0.016524
3.35E-08,0.00060819,0.55613,10.596,-0.33878,294.63,-0.0042248,-0.10329,-0.01728
7.42E-08,0.00060496,0.56414,10.454,-0.23685,294.63,-0.0095972,-0.11708,-0.025921
6.32E-08,0.00060252,0.55416,10.463,-0.30811,294.64,-0.0092843,-0.11595,-0.018455
4.52E-08,0.00062457,0.57865,10.551,-0.26943,294.63,-0.0056221,-0.10783,-0.025661
5.29E-08,0.0006307,0.59101,10.505,-0.3005,294.66,-0.0071591,-0.11068,-0.020689
3.41E-08,0.00063868,0.59218,10.617,-0.26251,294.63,-0.0018623,-0.10155,-0.028446
4.14E-08,0.00063465,0.58995,10.584,-0.21754,294.62,-0.0033934,-0.10627,-0.033279
4.97E-08,0.00060616,0.55459,10.471,-0.40243,294.72,-0.0076915,-0.11304,-0.0069053
3.27E-08,0.00063526,0.58468,10.635,-0.22294,294.61,-0.0010578,-0.10225,-0.034069
3.43E-08,0.00063438,0.58177,10.633,-0.17051,294.59,-0.00044462,-0.10548,-0.040951
5.12E-08,0.00061607,0.57196,10.557,-0.12947,294.59,-0.004325,-0.11327,-0.041958
4.10E-08,0.00065519,0.61372,10.595,-0.17086,294.62,-0.00087585,-0.10616,-0.040279
6.10E-08,0.000619,0.57871,10.499,-0.22228,294.63,-0.0077742,-0.11319,-0.029347
2.67E-08,0.00061,0.5457,10.685,-0.16204,294.55,7.65E-05,-0.1048,-0.042018
2.78E-08,0.00061658,0.57002,10.589,-0.45,296,0,0,0
2.26E-08,0.00063593,0.57185,10.721,-0.18621,294.58,0.003552,-0.098105,-0.040049
5.91E-08,0.00059181,0.54852,10.535,-0.088426,294.56,-0.0060642,-0.11777,-0.043959
8.63E-08,0.0005885,0.55362,10.46,-0.10812,294.59,-0.0094331,-0.11976,-0.038007
6.26E-08,0.00058904,0.55336,10.53,-0.036851,294.55,-0.0046034,-0.12178,-0.049061
1.35E-08,0.00061929,0.53016,10.794,0.030113,294.49,0.012796,-0.12759,-0.080485
2.53E-08,0.00063248,0.5646,10.696,-0.081567,294.55,0.0048319,-0.10998,-0.055566
3.34E-08,0.00061236,0.56069,10.635,-0.01287,294.53,0.0043064,-0.12415,-0.062097
2.69E-08,0.00060479,0.55355,10.663,0.033494,294.51,0.0085627,-0.13502,-0.071619
6.55E-08,0.00056448,0.5312,10.526,0.0085952,294.53,-0.0052092,-0.12638,-0.050888
3.12E-08,0.00062421,0.56534,10.655,-0.12579,294.56,0.00074934,-0.10829,-0.047391
1.71E-08,0.0006229,0.54676,10.786,-0.14689,294.54,0.0058648,-0.098265,-0.044148
1.43E-08,0.00062677,0.55629,10.831,-0.19531,294.56,0.0079877,-0.091165,-0.036162
1.35E-08,0.0006006,0.55699,10.828,-0.34015,294.6,0.0071312,-0.083851,-0.016797
1.21E-08,0.0005794,0.54525,10.837,-0.40355,294.65,0.0073443,-0.07868,-0.0078339
2.00E-08,0.00063063,0.59287,10.679,-0.45,296,0,0,0
1.97E-08,0.00064761,0.60502,10.727,-0.35525,294.66,0.0048852,-0.085741,-0.016086
4.41E-08,0.00062547,0.58115,10.525,-0.35602,294.67,-0.0060327,-0.10816,-0.014123
3.44E-08,0.00064077,0.60045,10.565,-0.39064,294.72,-0.0027191,-0.10099,-0.0098354
3.60E-08,0.00064363,0.60189,10.589,-0.31488,294.66,-0.002904,-0.10157,-0.021083
5.67E-08,0.00062575,0.58616,10.471,-0.34253,294.68,-0.0080522,-0.11352,-0.014835
2.46E-08,0.00064116,0.58606,10.698,-0.23895,294.61,0.0024241,-0.096111,-0.032948
6.52E-08,0.00062343,0.58898,10.503,-0.15722,294.62,-0.0068705,-0.11455,-0.036256
5.03E-08,0.00064714,0.61221,10.549,-0.18707,294.64,-0.0038496,-0.10889,-0.036105
7.27E-08,0.00061276,0.57634,10.471,-0.19243,294.63,-0.0087706,-0.11593,-0.031199
2.41E-08,0.00063831,0.59885,10.626,-0.45,296,0,0,0
8.49E-08,0.00059983,0.56482,10.448,-0.16066,294.62,-0.0097032,-0.11847,-0.032885
8.31E-08,0.0005798,0.55361,10.484,-0.01838,294.56,-0.0062915,-0.12346,-0.047041
1.34E-08,0.00064071,0.54785,10.84,-0.095878,294.54,0.010355,-0.097921,-0.050918
1.72E-08,0.00063711,0.55441,10.756,-0.0014209,294.52,0.011879,-0.12123,-0.073273
,,,,,,,,
7.79E-09,0.00074069,0.57017,10.995,-0.025356,294.59,0.020803,-0.085428,-0.045536
2.01E-08,0.00061873,0.55702,10.709,0.049659,294.51,0.013363,-0.1395,-0.081301
3.61E-08,0.00058451,0.54592,10.616,0.043985,294.5,0.0045551,-0.13577,-0.064966
2.88E-08,0.0005696,0.53609,10.642,0.084826,294.48,0.007583,-0.14787,-0.07112
3.41E-08,0.00064278,0.58931,10.637,-0.069703,294.57,0.0040584,-0.11389,-0.05585
2.58E-08,0.00067208,0.60459,10.689,-0.03677,294.58,0.011839,-0.11458,-0.065646
4.14E-08,0.00062872,0.5809,10.6,-0.10403,294.58,-0.00064066,-0.11238,-0.048158
4.32E-08,0.00063552,0.59308,10.594,-0.053991,294.58,0.0024348,-0.11714,-0.054867
1.64E-08,0.00062609,0.59307,10.735,-0.45,296,0,0,0
1.97E-08,0.00064792,0.61096,10.708,-0.40375,294.73,0.0049953,-0.083136,-0.0084171
2.39E-08,0.00065408,0.61424,10.675,-0.35995,294.68,0.002679,-0.090023,-0.015394
2.88E-08,0.00065479,0.60985,10.653,-0.28011,294.64,0.00076576,-0.096146,-0.026875
1.44E-08,0.00059624,0.55733,10.785,-0.40956,294.69,0.0056185,-0.080695,-0.0069824
1.63E-08,0.00064317,0.60706,10.764,-0.40336,294.72,0.0075319,-0.07739,-0.0081681
1.55E-08,0.00063172,0.58104,10.805,-0.2954,294.61,0.0071896,-0.084915,-0.024003
1.80E-08,0.00065942,0.60126,10.776,-0.24612,294.62,0.0072144,-0.087385,-0.031879
3.06E-08,0.00064457,0.60459,10.597,-0.38783,294.72,-0.0014603,-0.097732,-0.010849
3.47E-08,0.00062883,0.58642,10.532,-0.45,296,0,0,0
6.82E-08,0.00063557,0.60632,10.461,-0.25877,294.67,-0.0086686,-0.11466,-0.024193
7.29E-08,0.00062232,0.58851,10.434,-0.29438,294.67,-0.0094866,-0.11753,-0.01953
4.32E-08,0.00065655,0.62315,10.542,-0.32305,294.69,-0.004423,-0.10462,-0.019325
5.63E-08,0.0006498,0.6197,10.506,-0.25,294.67,-0.0065011,-0.1099,-0.026892
2.79E-08,0.00065818,0.60312,10.676,-0.19112,294.61,0.0029508,-0.099011,-0.039871
2.08E-08,0.00064623,0.59568,10.731,-0.28685,294.63,0.0043171,-0.090088,-0.026338
5.06E-08,0.00061629,0.5748,10.564,-0.091215,294.58,-0.0029872,-0.11539,-0.046882
2.58E-08,0.00065527,0.59274,10.696,-0.14504,294.59,0.0045581,-0.10146,-0.046782
6.89E-08,0.00061008,0.57593,10.502,-0.11084,294.6,-0.0067025,-0.11719,-0.040758
8.29E-08,0.00060627,0.58203,10.475,-0.071099,294.6,-0.0065228,-0.12007,-0.043009
1.08E-08,0.00064417,0.55159,10.905,-0.13297,294.55,0.012489,-0.08976,-0.040211
,,,,,,,,
,,,,,,,,
1.35E-08,0.00067952,0.57126,10.814,-0.0011911,294.55,0.017874,-0.1129,-0.076203
1.19E-08,0.00067679,0.56208,10.859,-0.042164,294.55,0.01571,-0.099734,-0.062097
,,,,,,,,
8.67E-09,0.00072307,0.56217,10.934,0.014156,294.57,0.021317,-0.097649,-0.066866
8.13E-09,0.00069815,0.56211,10.987,-0.06824,294.57,0.018192,-0.085962,-0.040731
9.28E-09,0.00068709,0.56158,10.943,-0.073264,294.56,0.016817,-0.088461,-0.045913
,,,,,,,,
1.72E-08,0.00058726,0.5379,10.716,0.093432,294.47,0.013741,-0.15693,-0.086889
1.67E-08,0.00065865,0.56814,10.779,-0.047758,294.55,0.011992,-0.10768,-0.064301
1.65E-08,0.00066588,0.57693,10.791,-0.081346,294.56,0.011382,-0.10101,-0.057995
1.57E-08,0.00065331,0.56966,10.759,0.042174,294.53,0.017993,-0.13359,-0.086619
6.08E-08,0.00062757,0.60304,10.535,-0.021512,294.59,0.0010799,-0.12196,-0.053298
1.94E-08,0.00065688,0.57716,10.755,-0.089111,294.56,0.0088173,-0.10339,-0.056389
2.07E-08,0.00068072,0.59994,10.736,-0.049479,294.58,0.012966,-0.10887,-0.065289
1.99E-08,0.00069286,0.6082,10.736,-0.010193,294.58,0.017944,-0.11701,-0.074802
2.07E-08,0.00065002,0.57793,10.745,-0.14011,294.57,0.006256,-0.099025,-0.047317
1.79E-08,0.00065157,0.58275,10.779,-0.18845,294.59,0.0071572,-0.09237,-0.039718
1.49E-08,0.00063745,0.57866,10.823,-0.24894,294.59,0.0082459,-0.086328,-0.029869
1.09E-08,0.00059061,0.56135,10.881,-0.38384,294.63,0.011108,-0.075799,-0.010444
1.18E-08,0.00060333,0.56357,10.872,-0.32987,294.59,0.0099038,-0.080414,-0.017503
1.20E-08,0.00060811,0.55871,10.874,-0.28416,294.57,0.0096254,-0.083633,-0.023141
2.43E-08,0.00065022,0.61272,10.651,-0.39932,294.73,0.0022642,-0.089711,-0.0094107
2.43E-08,0.00068489,0.64652,10.687,-0.32043,294.69,0.0044532,-0.087525,-0.021701
2.87E-08,0.00064995,0.60884,10.636,-0.3361,294.67,-0.00019312,-0.095643,-0.018651
1.74E-08,0.00067531,0.63591,10.77,-0.35176,294.69,0.0087248,-0.078234,-0.016508
4.41E-08,0.00063152,0.59021,10.47,-0.45,296,0,0,0
4.40E-08,0.00064295,0.60698,10.501,-0.39952,294.75,-0.0052945,-0.10765,-0.0079717
4.49E-08,0.00065774,0.62412,10.55,-0.27372,294.67,-0.0041678,-0.10508,-0.025765
3.66E-08,0.00066775,0.63105,10.599,-0.27284,294.67,-0.001376,-0.099914,-0.027116
5.04E-08,0.00067822,0.65916,10.495,-0.34204,294.74,-0.0060506,-0.10708,-0.015446
5.71E-08,0.00066025,0.63365,10.515,-0.20799,294.67,-0.0053245,-0.10941,-0.032251
3.69E-08,0.0006715,0.63224,10.611,-0.21385,294.65,-8.11E-05,-0.10132,-0.035438
3.33E-08,0.00067448,0.62792,10.639,-0.17726,294.63,0.0024228,-0.10099,-0.041261
4.53E-08,0.00067138,0.64061,10.561,-0.22716,294.67,-0.0027628,-0.10427,-0.031824
3.67E-08,0.00066963,0.6235,10.623,-0.13167,294.62,0.0028776,-0.10579,-0.047166
4.88E-08,0.00067916,0.6496,10.564,-0.14533,294.66,-0.00021684,-0.10761,-0.042173
5.13E-08,0.0006616,0.62949,10.561,-0.098326,294.63,0.00061781,-0.11221,-0.047426
2.98E-08,0.00067404,0.6449,10.575,-0.45,296,0,0,0
2.22E-08,0.00068715,0.62714,10.73,-0.20355,294.64,0.0071356,-0.090937,-0.038968
7.98E-08,0.00061564,0.60003,10.489,-0.022541,294.6,-0.0025226,-0.1222,-0.048899
6.24E-08,0.0006299,0.60175,10.526,-0.072973,294.6,-0.0024067,-0.11743,-0.047041
9.07E-09,0.00064863,0.55472,10.96,-0.13724,294.55,0.014772,-0.08621,-0.034957
1.12E-08,0.00068228,0.56982,10.891,-0.084141,294.57,0.015229,-0.091169,-0.050492
1.43E-08,0.00065814,0.57322,10.834,-0.13863,294.57,0.010724,-0.091883,-0.044881
1.24E-08,0.00063018,0.55069,10.869,-0.16484,294.55,0.010014,-0.090734,-0.038564
,,,,,,,,
,,,,,,,,
1.48E-08,0.00070994,0.6021,10.788,0.026872,294.57,0.023397,-0.12245,-0.086566
1.10E-08,0.00066714,0.55088,10.846,0.029409,294.53,0.018681,-0.11773,-0.082179
9.27E-09,0.00066567,0.54406,10.867,0.069278,294.51,0.021326,-0.12804,-0.094881
1.05E-08,0.00073499,0.58574,10.879,0.020909,294.58,0.023831,-0.1063,-0.079954
,,,,,,,,
,,,,,,,,
7.72E-09,0.00079812,0.58366,10.979,0.037416,294.62,0.02622,-0.089646,-0.064113
,,,,,,,,
,,,,,,,,
,,,,,,,,
2.14E-08,0.00058047,0.54792,10.677,0.10877,294.48,0.014042,-0.15978,-0.080866
1.96E-08,0.00067302,0.59669,10.725,0.027013,294.55,0.018949,-0.13001,-0.081758
2.74E-08,0.00068947,0.62731,10.686,-0.10845,294.62,0.0083719,-0.10278,-0.053388
2.58E-08,0.00070829,0.63914,10.696,-0.065561,294.62,0.013555,-0.10605,-0.06187
3.21E-08,0.00062519,0.58414,10.634,0.040439,294.54,0.011424,-0.13545,-0.070695
2.74E-08,0.00065542,0.6,10.667,0.017568,294.56,0.014176,-0.12937,-0.072987
3.26E-08,0.00066994,0.61693,10.644,-0.032964,294.59,0.010218,-0.11749,-0.063218
2.16E-08,0.00062936,0.58283,10.686,0.083978,294.52,0.019002,-0.1515,-0.084946
1.60E-08,0.00068794,0.60886,10.813,-0.16494,294.61,0.011438,-0.087798,-0.042767
1.44E-08,0.00062926,0.59161,10.806,-0.37774,294.67,0.0086231,-0.077867,-0.01177
9.08E-09,0.00055886,0.53902,10.926,-0.39654,294.62,0.012293,-0.075369,-0.0076484
1.17E-08,0.00060331,0.57725,10.843,-0.45,296,0,0,0
1.38E-08,0.00061779,0.58825,10.79,-0.45,296,0,0,0
1.87E-08,0.00067222,0.64362,10.709,-0.45,296,0,0,0
1.67E-08,0.00067062,0.62408,10.79,-0.31004,294.66,0.0089356,-0.080164,-0.022676
4.29E-08,0.000675,0.64979,10.532,-0.34925,294.73,-0.0040626,-0.10329,-0.015566
3.65E-08,0.0006708,0.63969,10.567,-0.36151,294.72,-0.0021644,-0.099536,-0.014371
3.00E-08,0.00069122,0.64662,10.658,-0.2202,294.66,0.0034894,-0.095287,-0.035911
2.35E-08,0.00069312,0.6288,10.72,-0.15691,294.63,0.0081461,-0.095077,-0.046221
2.04E-08,0.00069111,0.63879,10.748,-0.25617,294.66,0.0076805,-0.085302,-0.031388
2.44E-08,0.0006872,0.64045,10.7,-0.26226,294.66,0.0052271,-0.089658,-0.030412
2.27E-08,0.00067426,0.64645,10.648,-0.45,296,0,0,0
2.86E-08,0.00069138,0.66374,10.615,-0.39022,294.77,0.0022245,-0.089618,-0.010961
8.64E-09,0.00078386,0.59417,10.962,-0.0034585,294.63,0.024052,-0.086214,-0.058265
