"Mass_fraction_of_co2","Mass_fraction_of_h2o","Points:0","Points:1","Points:2","Temperature","Velocity:0","Velocity:1","Velocity:2"
2.1526e-10,4.6611e-05,0.93256,12.604,-1.0259,293.87,0.017682,-0.0012315,0.014433
2.1141e-10,4.5839e-05,0.92629,12.666,-1.022,293.87,0.019469,0.00051036,0.015417
2.0731e-10,4.5014e-05,0.90669,12.73,-1.002,293.87,0.02075,0.0022686,0.016143
2.1215e-10,4.605e-05,0.99195,12.677,-1.0189,293.85,0.018755,0.0040007,0.016802
2.1453e-10,4.6511e-05,0.98106,12.631,-1.0241,293.86,0.017988,0.0018386,0.015786
2.2084e-10,4.7792e-05,0.97624,12.529,-0.98496,293.87,0.013836,-0.0011647,0.013022
2.5209e-10,5.3985e-05,0.92364,12.13,-0.75313,293.87,0.00029777,-0.0036469,0.0096998
2.5552e-10,5.4706e-05,0.92733,12.099,-0.71059,293.87,-0.00097225,-0.0034357,0.009695
2.5925e-10,5.5471e-05,0.92299,12.067,-0.67187,293.87,-0.0021349,-0.0034254,0.0097438
2.8642e-10,6.1679e-05,0.94049,11.888,-0.33354,293.88,-0.0087338,-0.0041986,0.0068691
2.7241e-10,5.8247e-05,0.91762,11.966,-0.53362,293.87,-0.0055221,-0.003584,0.0093449
2.8304e-10,6.0975e-05,0.97428,11.88,-0.36739,293.88,-0.0060928,-0.0014695,0.0063905
2.8277e-10,6.0679e-05,0.9308,11.901,-0.40324,293.88,-0.0075579,-0.0037159,0.007909
2.6489e-10,5.6615e-05,0.9103,12.023,-0.61587,293.87,-0.0039088,-0.0037574,0.0099398
2.6358e-10,5.6492e-05,0.97332,12.013,-0.62058,293.87,-0.0020072,-0.00098043,0.0083734
1.9612e-10,4.3459e-05,0.94241,12.861,-1.1017,293.5,0,0,0
2.0216e-10,4.3957e-05,0.93376,12.824,-1.0499,293.86,0.024915,0.0099951,0.021465
1.9486e-10,4.2435e-05,0.89585,12.931,-1.0491,293.85,0.027368,0.018528,0.02576
2.0674e-10,4.4922e-05,0.9678,12.756,-1.0378,293.85,0.022064,0.0070613,0.019477
2.3038e-10,4.9634e-05,0.90444,12.39,-0.91347,293.88,0.0080698,-0.0056703,0.010742
2.3266e-10,5.0138e-05,0.96532,12.353,-0.9291,293.87,0.0082629,-0.0031454,0.010544
2.241e-10,4.841e-05,0.95542,12.471,-0.98474,293.87,0.012455,-0.0027917,0.012056
2.1851e-10,4.7246e-05,0.9401,12.547,-1.0466,293.87,0.016846,-0.0019148,0.01387
2.2123e-10,4.7813e-05,0.93232,12.512,-0.99668,293.88,0.013905,-0.0032051,0.012559
2.9445e-10,6.3613e-05,0.91504,11.865,-0.24411,293.89,-0.011389,-0.0065202,0.0060979
2.4819e-10,5.3256e-05,0.97597,12.156,-0.80976,293.87,0.0028033,-0.0016294,0.0089256
2.584e-10,5.5374e-05,0.98709,12.044,-0.70365,293.87,0.0004872,-2.7298e-05,0.0081481
2.597e-10,5.5671e-05,0.96642,12.055,-0.65605,293.87,-0.001587,-0.0017665,0.0088425
2.5175e-10,5.3977e-05,0.98138,12.113,-0.78115,293.87,0.0021589,-0.00087352,0.0086076
2.5642e-10,5.4893e-05,0.95809,12.067,-0.73509,293.87,0.00058686,-0.0011457,0.0087287
2.4202e-10,5.2065e-05,1.0097,12.228,-0.86356,293.86,0.005252,-0.0011998,0.0091659
2.3943e-10,5.1545e-05,1.01,12.262,-0.88452,293.86,0.006224,-0.0013616,0.0094299
2.9408e-10,6.3284e-05,0.88846,11.885,-0.27911,293.88,-0.012765,-0.0084389,0.0075512
2.8509e-10,6.1592e-05,0.98946,11.864,-0.32013,293.88,-0.0061761,-0.0011356,0.005524
2.8002e-10,6.0087e-05,0.97723,11.863,-0.46061,293.88,-0.0027345,0.00095068,0.0063821
2.673e-10,5.7248e-05,0.98348,11.961,-0.6088,293.87,-0.001154,0.00084898,0.0075396
2.7089e-10,5.8058e-05,0.98572,11.934,-0.55919,293.87,-0.0019707,0.00083197,0.0073358
1.9199e-10,4.2584e-05,0.91861,12.923,-1.0996,293.5,0,0,0
2.2698e-10,4.894e-05,0.9203,12.423,-0.97611,293.88,0.010971,-0.0044882,0.011311
2.2361e-10,4.8248e-05,0.90218,12.469,-0.99442,293.88,0.012677,-0.0049509,0.011763
2.0769e-10,4.5053e-05,0.90363,12.714,-1.0453,293.88,0.022571,0.0017,0.016753
2.0965e-10,4.5498e-05,0.96752,12.704,-1.0498,293.86,0.021653,0.0044928,0.018202
2.1719e-10,4.7025e-05,0.98517,12.58,-1.0469,293.86,0.017526,0.00093521,0.015202
2.8887e-10,6.2362e-05,0.95668,11.857,-0.299,293.88,-0.0076404,-0.0029338,0.0057295
2.5672e-10,5.4827e-05,0.88923,12.083,-0.72887,293.87,-0.0011291,-0.0040782,0.010153
2.3676e-10,5.095e-05,0.94033,12.306,-0.87622,293.87,0.0057092,-0.0042575,0.010154
2.6025e-10,5.554e-05,0.89407,12.045,-0.7049,293.87,-0.0015635,-0.0033284,0.009867
2.3557e-10,5.0703e-05,0.95838,12.312,-0.91568,293.87,0.0071459,-0.0032956,0.010167
2.3955e-10,5.151e-05,0.97079,12.259,-0.89015,293.87,0.0058767,-0.0025665,0.0096346
2.8273e-10,6.0806e-05,0.981,11.854,-0.40741,293.88,-0.0036774,0.00045455,0.0060265
2.738e-10,5.8479e-05,0.92334,11.928,-0.55592,293.87,-0.0037909,-0.0015757,0.0085948
2.7573e-10,5.9018e-05,0.96572,11.889,-0.53231,293.87,-0.0020875,0.00096481,0.0070942
2.7887e-10,5.9513e-05,0.89504,11.913,-0.50237,293.88,-0.0060243,-0.0034922,0.0092258
2.6638e-10,5.6849e-05,0.92203,11.977,-0.65261,293.87,-0.0017717,-0.0011559,0.0088554
1.9994e-10,4.4242e-05,0.96312,12.8,-1.1022,293.5,0,0,0
2.3003e-10,4.954e-05,0.93492,12.376,-0.98307,293.88,0.010265,-0.0038591,0.010994
2.2656e-10,4.8893e-05,1.0013,12.421,-1.0318,293.86,0.013567,-0.00049173,0.012304
2.3208e-10,4.9989e-05,0.97332,12.349,-0.97573,293.87,0.0098141,-0.0023711,0.010777
2.1344e-10,4.6188e-05,0.90093,12.616,-1.0643,293.88,0.020169,-0.0020662,0.014861
2.1296e-10,4.6134e-05,0.95346,12.639,-1.0715,293.86,0.020693,0.0013648,0.016561
2.2095e-10,4.7772e-05,0.98805,12.517,-1.0447,293.86,0.015751,-0.00016952,0.013926
2.1566e-10,4.666e-05,0.94877,12.589,-1.0831,293.86,0.019688,-0.00023781,0.015449
2.2386e-10,4.8363e-05,0.98856,12.47,-1.0241,293.86,0.014071,-0.0010013,0.012811
2.5162e-10,5.3861e-05,0.93688,12.117,-0.7937,293.87,0.0016675,-0.0022775,0.009217
2.5519e-10,5.4674e-05,0.99739,12.062,-0.76921,293.86,0.0024318,0.00072704,0.0078369
2.5535e-10,5.4569e-05,0.91695,12.079,-0.76458,293.87,0.00054012,-0.0024186,0.0093398
2.6318e-10,5.619e-05,0.90581,12.023,-0.6635,293.87,-0.0024601,-0.002962,0.0097171
2.704e-10,5.777e-05,0.94144,11.941,-0.59895,293.87,-0.0022004,-0.00022845,0.0082111
2.674e-10,5.7134e-05,0.95986,11.948,-0.64801,293.87,-0.00037795,0.0011127,0.0076549
2.6209e-10,5.6093e-05,0.96816,12.01,-0.67461,293.87,-0.00047439,-0.0001914,0.0082321
2.0535e-10,4.458e-05,0.92788,12.758,-1.0733,293.86,0.025,0.0055113,0.019767
2.0233e-10,4.3925e-05,0.89304,12.791,-1.0949,293.87,0.028036,0.0060913,0.020765
2.0365e-10,4.5018e-05,0.98027,12.739,-1.1017,293.5,0,0,0
2.3258e-10,5.0038e-05,0.90569,12.349,-0.93782,293.88,0.0080188,-0.0051898,0.01056
2.262e-10,4.8778e-05,0.94635,12.426,-1.0188,293.87,0.012725,-0.003123,0.011828
2.2931e-10,4.9414e-05,0.97443,12.379,-1.0165,293.87,0.011933,-0.0019189,0.011467
2.2174e-10,4.7869e-05,0.92325,12.491,-1.0395,293.88,0.01496,-0.0036117,0.012662
2.1003e-10,4.5489e-05,0.88405,12.664,-1.0681,293.89,0.022381,-0.001125,0.015741
2.0959e-10,4.5431e-05,0.93405,12.686,-1.0854,293.87,0.023314,0.0023937,0.01787
2.0747e-10,4.5808e-05,0.99369,12.676,-1.1008,293.5,0,0,0
2.1495e-10,4.7324e-05,1.0084,12.549,-1.0978,293.5,0,0,0
2.6094e-10,5.5712e-05,0.92934,12.015,-0.72178,293.87,-2.0736e-05,-0.00085706,0.008716
2.5267e-10,5.4051e-05,0.969,12.077,-0.83689,293.87,0.0036546,0.00018671,0.0080382
2.5451e-10,5.4436e-05,0.95698,12.069,-0.79627,293.87,0.0022855,-0.00040586,0.0083596
2.7635e-10,5.8851e-05,0.8981,11.892,-0.57555,293.87,-0.0028096,-0.0008292,0.0084276
2.7048e-10,5.7781e-05,0.97157,11.906,-0.62972,293.87,0.00046951,0.0026208,0.0068466
2.7339e-10,5.8419e-05,0.95638,11.899,-0.58147,293.87,-0.0012006,0.0013544,0.0072913
1.9725e-10,4.3632e-05,0.91354,12.818,-1.1349,293.5,0,0,0
2.1125e-10,4.6569e-05,1.0031,12.613,-1.0994,293.5,0,0,0
2.3628e-10,5.0824e-05,0.98901,12.289,-0.96623,293.86,0.0087508,-0.001532,0.010054
2.1563e-10,4.7385e-05,0.9686,12.516,-1.1295,293.5,0,0,0
2.2097e-10,4.7668e-05,0.92376,12.488,-1.0984,293.87,0.017118,-0.003296,0.013251
2.175e-10,4.6985e-05,0.92296,12.547,-1.1003,293.87,0.019167,-0.002503,0.01443
2.5869e-10,5.5372e-05,0.99511,12.019,-0.74448,293.86,0.0021244,0.0014285,0.0074617
2.5534e-10,5.4584e-05,0.97934,12.038,-0.82526,293.86,0.0038596,0.0014804,0.0074751
2.584e-10,5.5149e-05,0.93204,12.025,-0.77556,293.87,0.0015574,-0.00024129,0.0083652
2.7147e-10,5.7847e-05,0.92035,11.914,-0.63211,293.87,-0.0010346,0.00053838,0.0079993
2.6448e-10,5.6413e-05,0.94123,11.963,-0.71366,293.87,0.00078156,0.0010876,0.0078228
2.65e-10,5.6656e-05,0.98718,11.953,-0.68657,293.87,0.0013524,0.0024637,0.0070568
2.0099e-10,4.441e-05,0.93193,12.759,-1.1348,293.5,0,0,0
2.3044e-10,4.9566e-05,0.92459,12.357,-1.024,293.88,0.011187,-0.0039569,0.010948
2.2753e-10,4.9006e-05,0.95642,12.393,-1.0633,293.86,0.013757,-0.0022504,0.011906
2.3428e-10,5.0375e-05,0.96451,12.309,-0.99963,293.87,0.0098765,-0.0022359,0.010439
2.3304e-10,5.0076e-05,0.90994,12.325,-0.99347,293.88,0.0093713,-0.0044831,0.010452
2.2388e-10,4.8304e-05,0.96213,12.455,-1.0654,293.86,0.015155,-0.0018559,0.012764
2.1171e-10,4.5806e-05,0.90074,12.633,-1.1127,293.88,0.023102,-0.0013361,0.016427
2.0849e-10,4.5945e-05,0.95806,12.64,-1.1328,293.5,0,0,0
2.1866e-10,4.8025e-05,1.0097,12.483,-1.0956,293.5,0,0,0
2.1211e-10,4.6679e-05,0.96539,12.578,-1.1313,293.5,0,0,0
2.5875e-10,5.5248e-05,0.97219,11.998,-0.80066,293.86,0.0034599,0.0021626,0.0071385
2.047e-10,4.518e-05,0.94682,12.7,-1.1341,293.5,0,0,0
2.2659e-10,4.8796e-05,0.91686,12.409,-1.0485,293.88,0.01317,-0.0042008,0.011632
2.2575e-10,4.9451e-05,0.99824,12.353,-1.0913,293.5,0,0,0
2.2903e-10,5.0187e-05,1.0336,12.314,-1.0538,293.5,0,0,0
2.2396e-10,4.8259e-05,0.91575,12.442,-1.0795,293.88,0.015173,-0.0040388,0.012329
2.093e-10,4.6061e-05,0.9205,12.606,-1.1628,293.5,0,0,0
2.611e-10,5.5741e-05,0.95743,11.988,-0.75382,293.87,0.0019042,0.0013885,0.0076216
2.6285e-10,5.6208e-05,1.0087,11.959,-0.72778,293.86,0.0029927,0.0034849,0.0065246
2.3799e-10,5.1143e-05,1.0065,12.254,-0.99162,293.85,0.0094106,-0.00019512,0.009744
2.7764e-10,5.929e-05,0.95934,11.843,-0.56209,293.87,0.00031321,0.0029231,0.0061756
2.6939e-10,5.7389e-05,0.93868,11.907,-0.68011,293.87,0.0010416,0.0023731,0.0071722
2.7425e-10,5.844e-05,0.95028,11.855,-0.6313,293.87,0.0016353,0.0036019,0.0062683
2.6764e-10,5.7113e-05,0.98469,11.905,-0.69937,293.86,0.0028788,0.0042217,0.006124
2.7567e-10,5.8615e-05,0.89872,11.869,-0.61842,293.87,-0.00070109,0.0010829,0.0075963
2.319e-10,4.9844e-05,0.94756,12.328,-1.0517,293.87,0.011867,-0.0026011,0.011015
2.191e-10,4.8082e-05,0.96747,12.454,-1.1277,293.5,0,0,0
2.1276e-10,4.6764e-05,0.92573,12.548,-1.1613,293.5,0,0,0
2.1619e-10,4.7447e-05,0.92673,12.488,-1.1598,293.5,0,0,0
2.7308e-10,5.8068e-05,0.9173,11.869,-0.66146,293.87,0.0011262,0.0025833,0.0069141
2.2269e-10,4.8785e-05,0.96158,12.391,-1.126,293.5,0,0,0
2.0563e-10,4.5319e-05,0.91136,12.664,-1.1642,293.5,0,0,0
2.1957e-10,4.8128e-05,0.92325,12.429,-1.1584,293.5,0,0,0
2.3484e-10,5.0356e-05,0.88602,12.286,-1.0274,293.88,0.0094304,-0.0047417,0.010117
2.6074e-10,5.5558e-05,0.93052,11.982,-0.79037,293.87,0.0025042,0.0012497,0.0075809
2.6205e-10,5.5838e-05,0.96037,11.949,-0.79973,293.86,0.0040318,0.0033732,0.0064394
2.7134e-10,5.7807e-05,0.96866,11.861,-0.68269,293.86,0.0033922,0.005036,0.005616
2.6844e-10,5.7135e-05,0.95853,11.881,-0.73427,293.86,0.0038825,0.0048217,0.0057445
2.6393e-10,5.6297e-05,0.97281,11.94,-0.75137,293.86,0.0031203,0.0033828,0.0065873
2.2587e-10,4.8594e-05,0.90345,12.401,-1.1061,293.88,0.014973,-0.0045452,0.011996
2.7988e-10,5.9742e-05,0.97626,11.788,-0.56817,293.87,0.0034819,0.0055306,0.0046525
2.7728e-10,5.906e-05,0.96517,11.8,-0.62474,293.87,0.0042901,0.0059797,0.0046825
2.7206e-10,5.7772e-05,0.91716,11.854,-0.70588,293.87,0.0029359,0.0040091,0.0060788
2.7659e-10,5.8754e-05,0.90826,11.831,-0.63964,293.87,0.0016744,0.0032242,0.0062694
2.7519e-10,5.8489e-05,0.93868,11.817,-0.66889,293.87,0.0039558,0.0053916,0.0050846
2.6995e-10,5.7509e-05,1.0061,11.84,-0.73369,293.85,0.0065954,0.0079049,0.0040719
2.7379e-10,5.8377e-05,0.99921,11.82,-0.66167,293.86,0.0052277,0.0070554,0.0044445
2.6791e-10,5.7e-05,0.97844,11.863,-0.77029,293.86,0.0059275,0.006631,0.0046293
2.791e-10,5.9443e-05,0.98334,11.758,-0.62366,293.86,0.0067224,0.0081098,0.0033799
2.7927e-10,5.9266e-05,0.90719,11.787,-0.63283,293.87,0.0035047,0.0045906,0.0050561
2.7821e-10,5.911e-05,0.95634,11.759,-0.66043,293.86,0.0069132,0.0079768,0.003364
2.82e-10,6.0053e-05,0.96237,11.739,-0.5875,293.87,0.0061945,0.0071114,0.0035297
2.7652e-10,5.8649e-05,0.96226,11.746,-0.71921,293.85,0.0094062,0.010108,0.0018991
2.8228e-10,6.0025e-05,0.98486,11.691,-0.62694,293.85,0.010388,0.01083,0.0017281
2.8552e-10,6.0916e-05,0.984,11.689,-0.54519,293.87,0.008223,0.0083116,0.0024561
2.79e-10,5.9326e-05,0.99193,11.728,-0.66374,293.85,0.0095869,0.010682,0.0021459
2.8092e-10,5.9555e-05,0.91819,11.734,-0.64746,293.87,0.0068809,0.0073296,0.0032753
2.7874e-10,5.8985e-05,0.92421,11.725,-0.70889,293.86,0.0091008,0.0095196,0.0019892
2.8313e-10,6.0049e-05,0.93351,11.691,-0.63075,293.86,0.0091284,0.0088694,0.0022268
2.8468e-10,6.0612e-05,0.98674,11.67,-0.58656,293.86,0.010418,0.01031,0.0018477
2.8061e-10,5.9495e-05,0.95442,11.701,-0.6768,293.85,0.010354,0.010797,0.001667
2.8511e-10,6.0622e-05,0.94552,11.688,-0.58023,293.87,0.0083501,0.0079438,0.0025393
2.8402e-10,6.0219e-05,0.89953,11.72,-0.60274,293.87,0.0061097,0.0058445,0.0035385
2.7482e-10,5.9058e-05,0.97904,11.686,-0.73435,293.5,0,0,0
2.8602e-10,6.0728e-05,0.95253,11.641,-0.60161,293.86,0.011712,0.010494,0.0015034
2.8013e-10,6.0374e-05,1.0045,11.636,-0.63685,293.5,0,0,0
2.8785e-10,6.1354e-05,0.97956,11.639,-0.5455,293.86,0.010675,0.0095981,0.0016632
2.8434e-10,6.0153e-05,0.92326,11.646,-0.65321,293.86,0.012174,0.011271,0.00080449
2.8397e-10,6.1215e-05,0.99024,11.591,-0.59072,293.5,0,0,0
2.7878e-10,5.9874e-05,0.97014,11.641,-0.68948,293.5,0,0,0
2.8218e-10,6.0588e-05,0.95836,11.597,-0.64443,293.5,0,0,0
2.8758e-10,6.0843e-05,0.91008,11.602,-0.61141,293.86,0.013405,0.010601,0.0008744
2.9378e-10,6.5922e-05,0.89296,11.52,0.48109,293.96,0.0073092,0.002926,-0.0021311
2.9615e-10,6.6509e-05,0.88573,11.531,0.43366,293.99,0.0068115,0.0012349,0.00048378
2.9263e-10,6.6213e-05,0.9154,11.465,0.47193,293.5,0,0,0
2.9741e-10,6.6759e-05,0.9206,11.51,0.40321,293.99,0.0068877,0.0021586,0.0014191
2.9341e-10,6.6834e-05,0.92224,11.448,0.41786,293.5,0,0,0
2.9731e-10,6.6675e-05,0.97956,11.521,0.38405,293.92,0.0085681,0.0056722,0.0015074
2.9427e-10,6.6896e-05,0.97139,11.476,0.38974,293.5,0,0,0
2.9968e-10,6.7217e-05,0.93789,11.499,0.35049,293.99,0.0073624,0.0021454,0.0023923
2.9665e-10,6.7411e-05,0.93371,11.434,0.35484,293.5,0,0,0
2.3273e-08,0.006261,0.93145,11.368,0.49957,297.53,0,0,0
2.965e-10,6.7335e-05,0.98306,11.466,0.33162,293.5,0,0,0
3.0209e-10,6.7671e-05,0.94524,11.487,0.29117,293.99,0.007767,0.0012964,0.0027898
2.6518e-08,0.0068057,0.93788,11.361,0.4693,295,0,0,0
2.987e-10,6.7794e-05,0.94797,11.428,0.29744,293.5,0,0,0
2.2284e-08,0.0073195,0.925,11.325,0.48852,299.64,0,0,0
1.2877e-08,0.0073141,0.93708,11.362,0.40887,295,0,0,0
3.0461e-10,6.8156e-05,0.90786,11.455,0.24557,294.15,0.0055761,-0.000752,0.0033615
2.9837e-10,6.7669e-05,0.9934,11.458,0.27515,293.5,0,0,0
3.0599e-10,6.8476e-05,0.90251,11.528,0.22299,293.99,0.010656,-0.0025357,0.0021048
5.9645e-08,0.0054181,0.95399,11.342,0.49294,297.29,0,0,0
1.8184e-08,0.0072592,0.94372,11.354,0.44181,295,0,0,0
3.0038e-10,6.8053e-05,0.95584,11.421,0.24586,293.5,0,0,0
3.0384e-10,6.7987e-05,0.93569,11.501,0.24602,294,0.0094375,0.00029565,0.0025584
3.0859e-10,6.9005e-05,0.88804,11.556,0.1856,293.97,0.01083,-0.0043154,0.0015981
4.7914e-08,0.0059397,0.95919,11.336,0.46248,295,0,0,0
2.0577e-08,0.0073216,0.93323,11.314,0.46013,298.75,-0.015788,0.11483,-0.17175
1.8506e-08,0.007308,0.93408,11.324,0.44453,298.67,0.011363,0.11427,-0.17025
1.4934e-08,0.0073112,0.93427,11.333,0.41657,298.57,0.019766,0.081426,-0.18179
1.3133e-08,0.0071764,0.92158,11.328,0.39045,298.59,0.021861,0.085263,-0.23883
3.0041e-10,6.805e-05,0.91062,11.392,0.26481,295.36,0,0,0
3.0399e-10,6.7922e-05,0.95752,11.533,0.2113,293.96,0.010587,0.0013913,0.0017819
5.6597e-08,0.0055593,0.94968,11.308,0.48411,299.64,0,0,0
1.0569e-08,0.0080122,0.925,11.292,0.48002,299.64,0,0,0
2.5498e-08,0.0068356,0.96094,11.334,0.42929,295,0,0,0
1.3445e-08,0.0070629,0.94255,11.356,0.36808,295,0,0,0
3.0144e-10,6.8253e-05,0.88929,11.417,0.2298,296.59,0,0,0
3.0502e-10,6.8149e-05,0.94299,11.467,0.21326,294.01,0.0076375,-0.00022313,0.0028875
1.2063e-08,0.0065631,0.90991,11.344,0.31999,298.18,-0.0016207,0.045055,-0.2234
9.3744e-08,0.003864,0.97625,11.317,0.4864,297.48,0,0,0
2.0671e-08,0.0068637,0.96215,11.333,0.3944,295,0,0,0
1.4948e-08,0.0067398,0.9273,11.322,0.35127,298.29,0.017893,0.041728,-0.22498
3.0185e-10,6.8251e-05,0.91564,11.387,0.22071,295.24,0,0,0
3.0588e-10,6.8327e-05,0.91303,11.447,0.20497,294.13,0.0052782,-0.0012083,0.0029446
3e-10,6.7889e-05,1.0005,11.452,0.22047,293.5,0,0,0
3.0645e-10,6.8379e-05,0.92839,11.506,0.17152,293.99,0.010739,-0.0012012,0.0020178
1.2066e-08,0.0065214,0.93059,11.369,0.29677,295,0,0,0
3.0415e-10,6.7834e-05,0.96845,11.565,0.17267,293.94,0.010003,0.0016934,0.0010268
3.0773e-10,6.8608e-05,0.92199,11.565,0.14401,293.95,0.010447,-0.0020337,0.0010417
7.1667e-08,0.0047369,0.98024,11.312,0.45339,295,0,0,0
2.2757e-08,0.0070596,0.93593,11.292,0.44025,298.61,0.0045167,0.099774,-0.2055
2.2712e-08,0.0068401,0.94416,11.304,0.41403,298.36,0.021797,0.072826,-0.16982
1.9539e-08,0.0066525,0.96633,11.328,0.35754,295,0,0,0
3.0187e-10,6.8233e-05,0.96115,11.416,0.1958,293.5,0,0,0
3.043e-10,6.7886e-05,0.98495,11.497,0.18612,293.94,0.010189,0.0030721,0.0020312
3.0927e-10,6.8919e-05,0.89614,11.519,0.13053,293.99,0.011657,-0.0045722,0.0016568
1.1679e-08,0.0060662,0.8989,11.351,0.27184,297.9,-0.0057529,0.029059,-0.19829
1.6379e-08,0.0062846,0.9341,11.312,0.31213,298,0.019013,0.0082134,-0.19744
9.3181e-08,0.0037995,0.97163,11.29,0.47971,299.64,0,0,0
1.3787e-08,0.0076567,0.92431,11.272,0.45027,299.03,0.0051104,0.091845,-0.28116
1.6107e-08,0.0072107,0.9219,11.284,0.41491,298.72,0.028926,0.084855,-0.2765
1.8463e-08,0.0068141,0.93341,11.299,0.38461,298.41,0.03223,0.058773,-0.21936
3.9178e-08,0.0058795,0.98288,11.309,0.41841,295,0,0,0
1.4749e-08,0.0067064,0.94912,11.348,0.32819,295,0,0,0
3.0262e-10,6.8387e-05,0.8954,11.41,0.19001,296.39,0,0,0
1.2314e-08,0.0055706,0.90314,11.343,0.2281,297.61,-0.0019889,0.010071,-0.16679
3.0681e-10,6.8416e-05,0.91527,11.436,0.16826,294.16,0.004683,-0.00074944,0.0024283
3.0139e-10,6.8036e-05,1.0049,11.446,0.1662,293.5,0,0,0
3.0788e-10,6.8622e-05,0.89358,11.46,0.14937,294.12,0.0082723,-0.0029869,0.0019578
1.2935e-08,0.006131,0.93719,11.362,0.25395,295,0,0,0
1.5714e-08,0.0062969,0.9572,11.339,0.28764,295,0,0,0
3.0739e-10,6.8262e-05,0.94831,11.558,0.084741,293.94,0.010762,-0.00045741,0.00065729
5.185e-08,0.0056422,0.95063,11.276,0.47606,299.64,0,0,0
1.3442e-08,0.0078154,0.925,11.258,0.47151,299.64,0,0,0
2.9451e-08,0.0061205,0.98531,11.306,0.38262,295,0,0,0
3.0649e-10,6.823e-05,0.96006,11.471,0.13557,293.98,0.009457,0.00057564,0.0017598
2.8876e-08,0.0063001,0.91703,11.224,0.41848,298.2,-0.044956,0.020533,-0.16265
1.8893e-08,0.0072679,0.92288,11.248,0.44179,298.8,-0.01012,0.069416,-0.25947
3.0563e-10,6.7989e-05,0.97508,11.525,0.12273,293.94,0.011105,0.0019447,0.0012226
1.7749e-08,0.0058935,0.90242,11.264,0.31955,297.94,0.0088766,0.0011063,-0.17348
3.1426e-10,6.9388e-05,0.88895,11.651,-0.00040692,293.92,0.0041972,-0.0048994,5.5749e-05
3.0941e-10,6.8643e-05,0.92371,11.628,0.064062,293.92,0.0064616,-0.0022412,5.8652e-05
3.1027e-10,6.9007e-05,0.90221,11.551,0.095237,293.96,0.011554,-0.0043564,0.00096902
3.0512e-10,6.7732e-05,0.97143,11.609,0.086132,293.92,0.007874,0.0012064,0.00016191
5.1011e-08,0.0054203,0.96412,11.281,0.43864,297.55,-0.071638,0.086826,-0.024709
3.6205e-08,0.0061752,0.94565,11.262,0.43625,298.09,-0.039596,0.08436,-0.11884
2.026e-08,0.006265,0.97441,11.319,0.32056,295,0,0,0
2.3251e-08,0.0063125,0.95598,11.292,0.36326,298.01,0.030503,0.017397,-0.15903
3.4368e-08,0.0059219,0.96725,11.278,0.40233,297.77,0.0033453,0.04424,-0.085126
1.9428e-08,0.0067127,0.9217,11.27,0.38872,298.43,0.023673,0.052003,-0.23863
1.9268e-08,0.0062163,0.92098,11.273,0.34463,298.11,0.01832,0.017621,-0.19131
3.03e-10,6.8374e-05,0.91969,11.382,0.17716,295.13,0,0,0
1.328e-08,0.0057219,0.94311,11.355,0.20966,295,0,0,0
3.0299e-10,6.8333e-05,0.96411,11.41,0.1449,293.5,0,0,0
5.6242e-08,0.0050055,0.91738,11.199,0.45645,299.64,0,0,0
3.3116e-08,0.0058293,0.89327,11.204,0.42022,297.92,-0.1072,0.018519,-0.065549
3.0813e-10,6.8527e-05,0.91036,11.443,0.11171,294.1,0.0064709,-0.0019733,0.001817
1.7151e-08,0.0057883,0.94182,11.301,0.27157,297.7,0.01914,-0.013484,-0.15668
1.9542e-08,0.0056772,0.92909,11.268,0.30147,297.76,0.014735,-0.00909,-0.1415
3.1143e-10,6.9032e-05,0.89866,11.553,0.045791,293.95,0.011676,-0.0050364,0.0004525
3.0905e-10,6.851e-05,0.93014,11.585,0.053329,293.93,0.0097304,-0.0018976,0.00026958
3.0374e-10,6.7509e-05,1.0029,11.561,0.11383,293.92,0.010267,0.0038645,0.00072575
1.5959e-08,0.0058847,0.96535,11.329,0.24469,295,0,0,0
3.0348e-10,6.8458e-05,0.8991,11.406,0.15098,296.15,0,0,0
3.0241e-10,6.807e-05,1.0065,11.44,0.11051,293.5,0,0,0
3.5711e-08,0.0063743,0.925,11.225,0.46301,299.64,0,0,0
1.4824e-08,0.0046009,0.90685,11.269,0.20153,297.14,0.008398,-0.024098,-0.094809
3.0774e-10,6.8359e-05,0.9447,11.466,0.093244,293.99,0.009308,-0.00084107,0.00133
3.0811e-10,6.8412e-05,0.93689,11.512,0.081658,293.96,0.011653,-0.0013735,0.0010246
2.0469e-08,0.005847,0.98566,11.306,0.28239,295,0,0,0
2.3395e-08,0.0059023,0.96213,11.281,0.33089,297.76,0.024607,-0.0084503,-0.13365
3.1239e-10,6.868e-05,0.90199,11.663,-0.045875,293.91,0.0029424,-0.0039517,0.00027621
3.0932e-10,6.8373e-05,0.93032,11.624,0.01509,293.92,0.0067619,-0.0017765,3.4062e-05
3.055e-10,6.7762e-05,0.99191,11.532,0.074426,293.93,0.011208,0.0030489,0.00060603
3.0364e-10,6.7315e-05,1.0115,11.574,0.069858,293.91,0.0099376,0.0041285,0.0004036
3.0565e-10,6.7635e-05,0.97446,11.602,0.03602,293.92,0.0083395,0.0012223,0.00019381
2.279e-08,0.0050229,0.91733,11.223,0.30037,297.4,-0.0032691,-0.026345,-0.083629
