"Mass_fraction_of_co2","Mass_fraction_of_h2o","Points:0","Points:1","Points:2","Temperature","Velocity:0","Velocity:1","Velocity:2"
0.00012652,0.00030074,0.93768,8.3357,0.20887,295.25,0.088016,-0.17541,0.047918
0.00012527,0.00029347,0.97441,8.3319,0.20617,295.24,0.12099,-0.11668,0.068361
9.4111e-05,0.00034032,0.9,8.5572,0.3709,295.1,-0.28773,-0.28366,0.10005
0.00010345,0.00033036,0.9,8.5218,0.33367,295.15,-0.23368,-0.23068,0.12771
0.00010169,0.00030265,0.9,8.4924,0.30142,295.16,-0.21761,-0.18073,0.098327
0.00016934,0.00035629,0.98359,8.2767,0.18248,295.47,0.13114,-0.054436,0.090135
0.00016192,0.00034028,0.9957,8.2979,0.15964,295.44,0.1096,0.0022652,0.052236
9.6081e-05,0.00024233,0.96816,8.4436,0.19607,295.11,-0.17103,-0.10847,-0.070425
9.839e-05,0.00027108,0.9,8.4315,0.25502,295.14,-0.13869,-0.17782,0.0070514
0.00010506,0.00025964,0.94351,8.4033,0.18425,295.15,-0.051045,-0.18937,-0.013866
8.5167e-05,0.00023399,0.97933,8.4899,0.24895,295.09,-0.29865,-0.0087477,-0.10435
0.00010187,0.00033601,0.94314,8.5552,0.33998,295.13,-0.24378,-0.23302,0.1714
0.00011996,0.00028123,0.97059,8.3567,0.18344,295.22,0.076034,-0.12939,0.0401
0.00011376,0.00028673,0.9,8.4064,0.21367,295.2,-0.075027,-0.19188,0.014453
0.00014918,0.00032892,0.95931,8.3075,0.18418,295.37,0.11838,-0.12311,0.078943
8.7034e-05,0.00033567,0.94497,8.5912,0.37898,295.08,-0.29498,-0.30357,0.11592
7.6947e-05,0.00032334,0.9824,8.6032,0.4003,295.06,-0.286,-0.36722,0.11101
0.0001788,0.00037533,0.93811,8.2718,0.18128,295.53,0.12402,-0.1272,0.089921
0.00015795,0.00034925,0.9,8.3261,0.18167,295.41,0.060577,-0.18125,0.066461
8.8237e-05,0.00023926,0.94985,8.4589,0.23858,295.09,-0.22244,-0.098625,-0.083221
8.9656e-05,0.0002342,0.97032,8.4765,0.21314,295.09,-0.26274,-0.063981,-0.097252
0.0001072,0.00033251,0.95459,8.562,0.30004,295.16,-0.24054,-0.14625,0.2063
9.9578e-05,0.00034223,0.97961,8.5933,0.33919,295.11,-0.21934,-0.22091,0.21247
9.1657e-05,0.0002604,0.94311,8.4997,0.2604,295.12,-0.28144,-0.093758,0.017542
0.00013558,0.00030911,0.9315,8.346,0.17238,295.3,0.062086,-0.18555,0.048811
6.3285e-05,0.00031072,0.94943,8.6071,0.45,296,0,0,0
0.00010231,0.00028578,0.9,8.4817,0.25773,295.16,-0.21501,-0.14168,0.065479
0.00012642,0.00028635,0.97815,8.364,0.14975,295.25,0.051053,-0.095458,0.028238
9.3639e-05,0.00025698,0.98781,8.5217,0.2277,295.13,-0.30702,-0.0089066,0.0047527
0.00010687,0.0003123,0.94837,8.5463,0.26148,295.17,-0.27248,-0.083564,0.15936
0.00010515,0.00031412,0.99461,8.5603,0.25932,295.17,-0.26578,-0.06348,0.20985
9.385e-05,0.00035149,0.9,8.6181,0.35833,295.08,-0.27816,-0.21063,0.099145
0.00010916,0.00035461,0.9,8.5772,0.31823,295.15,-0.22672,-0.1585,0.1437
6.0259e-05,0.00030535,0.99975,8.6323,0.45,296,0,0,0
0.00011209,0.00032815,0.9,8.5362,0.27594,295.19,-0.22715,-0.12033,0.14378
0.00018625,0.00037733,0.96631,8.2692,0.15486,295.58,0.12455,-0.078885,0.085172
0.0001021,0.00024746,0.97714,8.4414,0.15962,295.13,-0.16542,-0.11157,-0.057287
0.00011184,0.00026324,0.96874,8.4003,0.1489,295.18,-0.04209,-0.14441,-0.010417
0.00015477,0.0003328,0.94653,8.3202,0.14821,295.41,0.093472,-0.14137,0.062254
0.00020165,0.0003917,0.98619,8.2616,0.12577,295.66,0.11012,-0.0091977,0.030504
0.00010107,0.00025825,0.95318,8.4807,0.16821,295.17,-0.25866,-0.13068,-0.035485
9.3187e-05,0.00024165,0.99383,8.5053,0.194,295.12,-0.29843,-0.029266,-0.06957
0.00011273,0.00029025,0.9,8.4634,0.20298,295.21,-0.18477,-0.1525,0.036448
0.00012469,0.00029986,0.9,8.4256,0.17043,295.26,-0.10537,-0.1943,0.032812
0.00013141,0.00029682,0.94494,8.3636,0.141,295.29,0.03347,-0.18075,0.032412
9.7796e-05,0.00026993,0.95031,8.5168,0.22741,295.14,-0.29944,-0.065482,0.046671
0.00011096,0.00035762,0.95045,8.6038,0.29645,295.15,-0.19642,-0.12401,0.1963
6.9745e-05,0.0003211,0.9447,8.6358,0.40871,295.03,-0.3684,-0.35439,0.069474
8.5447e-05,0.00033455,1.0041,8.6455,0.35978,295.05,-0.2086,-0.2715,0.21083
0.00017523,0.00036367,0.93623,8.2926,0.14794,295.53,0.10463,-0.13518,0.076372
0.00021912,0.00042338,0.93873,8.2445,0.14356,295.76,0.12461,-0.10079,0.082319
0.00010747,0.00026154,0.94312,8.4352,0.1448,295.19,-0.14689,-0.19039,-0.019849
0.00014182,0.00030954,0.96348,8.344,0.12957,295.35,0.072335,-0.12446,0.041252
0.0001617,0.00033743,0.96823,8.3152,0.1225,295.46,0.095677,-0.084589,0.053607
9.6803e-05,0.00026438,0.9228,8.492,0.23029,295.14,-0.26016,-0.11822,0.035248
9.4353e-05,0.00035063,0.95435,8.6394,0.34456,295.08,-0.23181,-0.20597,0.15345
0.00012138,0.00036938,0.9,8.5965,0.2659,295.21,-0.17738,-0.072119,0.14853
0.00011433,0.00034777,0.9548,8.5807,0.26937,295.18,-0.21923,-0.089047,0.21307
0.00010489,0.00034713,1.005,8.6137,0.29428,295.13,-0.16737,-0.15819,0.28481
0.00011135,0.00034529,1.013,8.5975,0.24393,295.16,-0.17465,-0.099657,0.28762
0.00010588,0.00029865,0.92143,8.5232,0.2461,295.18,-0.26533,-0.093812,0.11498
0.0001087,0.00030161,0.98838,8.5442,0.18861,295.21,-0.28107,-0.034037,0.09994
0.0001127,0.00032634,0.98027,8.5655,0.22193,295.19,-0.24979,-0.042238,0.18382
0.0001204,0.00027916,0.94502,8.3918,0.13222,295.24,-0.02867,-0.19433,0.010481
6.2098e-05,0.00031422,0.9,8.6377,0.45,296,0,0,0
7.2339e-05,0.00033041,0.9,8.6582,0.40132,295.03,-0.38838,-0.28518,0.058852
6.6488e-05,0.00031516,0.99011,8.6622,0.40736,295.02,-0.31256,-0.36376,0.10566
5.8736e-05,0.00030817,0.95014,8.6644,0.45,296,0,0,0
0.00018439,0.00037568,0.9,8.3171,0.12319,295.57,0.061283,-0.17222,0.063555
0.00023764,0.00044345,0.97805,8.228,0.13839,295.81,0.11823,-0.030113,0.055243
0.00013132,0.00029155,0.97159,8.37,0.1168,295.29,0.024591,-0.1105,0.010798
0.0001583,0.00032751,0.99759,8.3341,0.095753,295.44,0.068639,0.026037,-0.01139
0.0001798,0.00035749,0.98662,8.2995,0.093015,295.58,0.095244,-0.01769,0.024312
0.00011612,0.0002655,0.99093,8.4218,0.11414,295.19,-0.11838,-0.052983,-0.055659
9.9601e-05,0.00026352,0.94714,8.4986,0.19438,295.16,-0.28339,-0.11243,-0.0032109
0.00010714,0.00028314,0.96836,8.5142,0.16156,295.23,-0.29341,-0.083142,0.018753
0.00010405,0.00025805,0.9535,8.4653,0.13998,295.19,-0.23303,-0.15394,-0.035329
0.00011807,0.00032023,0.9,8.519,0.21877,295.23,-0.22753,-0.090858,0.10601
9.9091e-05,0.00034924,0.99046,8.6288,0.3272,295.1,-0.18428,-0.19583,0.23097
0.0001167,0.000326,0.94033,8.5492,0.21072,295.23,-0.25136,-0.053499,0.13316
0.00014544,0.0003253,0.9,8.415,0.1237,295.38,-0.082208,-0.19448,0.042076
0.00010899,0.00037139,0.9,8.6376,0.30521,295.14,-0.18879,-0.10739,0.12221
0.00018432,0.00036897,0.94314,8.2905,0.10926,295.62,0.099605,-0.12292,0.064698
0.0001137,0.00026594,0.95988,8.416,0.12184,295.21,-0.096757,-0.16707,-0.023421
0.00015244,0.00032473,0.94523,8.3413,0.10996,295.42,0.057857,-0.15898,0.042154
0.00013331,0.00031906,0.9,8.4651,0.14027,295.35,-0.16666,-0.14968,0.053815
0.00013406,0.00034071,0.9,8.5135,0.16137,295.34,-0.19896,-0.083289,0.084619
0.00012153,0.00035895,0.9469,8.5909,0.23591,295.21,-0.19284,-0.052003,0.1889
0.00010709,0.00036881,0.94718,8.6546,0.29653,295.12,-0.15998,-0.11742,0.16763
7.4407e-05,0.00033266,0.94999,8.6859,0.38209,295.01,-0.31964,-0.26895,0.11339
8.9692e-05,0.0003583,0.9,8.6811,0.34822,295.06,-0.25629,-0.16351,0.093169
7.7636e-05,0.00032852,1.016,8.6909,0.35853,295.01,-0.18986,-0.27377,0.24733
0.00024973,0.00045387,1.0009,8.2199,0.11349,295.81,0.093449,0.058325,-0.060861
0.00024174,0.00043859,0.97422,8.2423,0.097778,295.9,0.11267,-0.032935,0.037449
0.00010505,0.00036578,0.982,8.6722,0.28155,295.11,-0.12248,-0.13242,0.22296
0.00010824,0.00025578,0.97936,8.4522,0.11285,295.18,-0.20495,-0.098335,-0.064195
0.00012697,0.00028715,0.94646,8.3939,0.10213,295.3,-0.043873,-0.18356,0.0051038
0.00020453,0.00038758,0.9675,8.2742,0.075073,295.77,0.10237,-0.060614,0.042731
0.00017032,0.00034612,0.9544,8.3155,0.087518,295.55,0.082015,-0.1185,0.044852
0.00011064,0.00028206,0.95071,8.4967,0.13365,295.29,-0.27053,-0.10848,0.014341
9.2975e-05,0.0003584,0.96119,8.6926,0.32338,295.06,-0.1788,-0.16411,0.1737
0.00011644,0.00036893,0.9633,8.6295,0.25848,295.16,-0.14552,-0.088035,0.20576
0.00013375,0.0003867,0.9,8.6115,0.21044,295.26,-0.12618,-0.02846,0.13206
0.00012472,0.00037182,0.97876,8.6204,0.20397,295.2,-0.12989,-0.057869,0.21476
0.0001241,0.00034805,0.99287,8.5717,0.15473,295.27,-0.20101,-0.042944,0.18072
0.00012636,0.00035963,0.95823,8.5852,0.19441,295.25,-0.18707,-0.032643,0.17643
5.8282e-05,0.0003135,0.9,8.6946,0.45,296,0,0,0
5.406e-05,0.00030574,0.95028,8.7223,0.45,296,0,0,0
6.05e-05,0.00030886,1.0169,8.7214,0.40189,294.99,-0.2612,-0.35136,0.16101
0.00022198,0.00041842,0.92974,8.2535,0.10229,295.89,0.1059,-0.1107,0.065311
0.00021086,0.00040121,0.9,8.2888,0.078545,295.96,0.067232,-0.16766,0.055023
0.00011153,0.00026711,0.94761,8.4454,0.11542,295.24,-0.17757,-0.17732,-0.019548
0.00013079,0.00028726,0.98013,8.3927,0.082288,295.29,-0.049867,-0.073098,-0.027087
0.0001491,0.00031433,0.97721,8.3534,0.079724,295.41,0.0405,-0.068353,0.005785
0.00018297,0.00035754,0.97827,8.3077,0.057081,295.63,0.082694,-0.035535,0.016278
0.00012168,0.00027977,0.94707,8.4237,0.091599,295.3,-0.12865,-0.17448,-0.011271
0.00011306,0.00027705,0.95049,8.4775,0.10729,295.33,-0.24853,-0.12645,-0.0018095
0.00012515,0.00027728,1.0013,8.4167,0.084165,295.24,-0.11661,0.019788,-0.077894
0.00012203,0.00038857,0.9,8.6537,0.24826,295.19,-0.11738,-0.049405,0.12586
0.00013829,0.00037187,0.9,8.564,0.182,295.32,-0.16386,-0.033098,0.12603
0.00017407,0.00035669,0.9,8.4,0.068804,295.56,-0.062748,-0.18184,0.042511
6.7417e-05,0.00033196,0.9,8.7185,0.39671,295.01,-0.39368,-0.24834,0.062342
0.00035215,0.00058088,0.9826,8.1855,0.096278,296.16,0.099933,-0.0015759,-0.025337
0.00014268,0.00030788,0.94899,8.369,0.08117,295.39,0.0038799,-0.16602,0.013697
0.00020068,0.00038475,0.9,8.3405,0.060823,295.73,0.031696,-0.18266,0.063917
0.00021307,0.00039182,0.97292,8.2802,0.036253,295.85,0.083764,-0.034704,0.011596
0.0002669,0.00045728,0.98604,8.2492,0.045193,296.01,0.083547,0.01615,-0.028006
0.00012601,0.00033953,0.95135,8.5469,0.15535,295.33,-0.23542,-0.043505,0.12326
0.00011364,0.00026328,0.98131,8.4567,0.080652,295.27,-0.23354,-0.077658,-0.057846
0.00011295,0.00027358,0.97955,8.4883,0.075105,295.53,-0.29495,-0.060169,-0.017847
0.00012353,0.00032162,0.95135,8.5294,0.12779,295.4,-0.25408,-0.050189,0.090206
0.00011398,0.00028884,0.97162,8.5102,0.099551,295.46,-0.29169,-0.055225,0.033937
0.00015568,0.0003663,0.9,8.5114,0.099299,295.51,-0.16859,-0.060827,0.07894
0.00015697,0.00034669,0.9,8.456,0.082292,295.55,-0.14683,-0.13776,0.0508
0.00012595,0.00038393,0.95344,8.6446,0.21441,295.2,-0.10406,-0.048765,0.17745
0.00010441,0.00038089,0.9,8.6987,0.29171,295.12,-0.14502,-0.084007,0.11135
0.00011182,0.00038113,0.95108,8.6874,0.25782,295.14,-0.098055,-0.08428,0.17304
7.4027e-05,0.000342,0.93722,8.7328,0.36669,295,-0.29453,-0.2118,0.12052
7.7422e-05,0.00033917,0.98415,8.7248,0.35174,295,-0.21951,-0.22887,0.2
5.938e-05,0.00031652,0.96698,8.7511,0.40286,294.98,-0.3648,-0.29857,0.1178
0.00026838,0.0004583,0.94334,8.2454,0.050267,296.34,0.078185,-0.080067,0.039673
0.00010382,0.00036881,1.002,8.7143,0.23429,295.09,-0.055271,-0.14663,0.28272
0.00016147,0.00033145,0.95551,8.3398,0.060015,295.52,0.050009,-0.12918,0.024315
0.00019531,0.00037223,0.9395,8.2879,0.042544,295.92,0.072818,-0.13465,0.04496
0.00033498,0.00054524,0.97624,8.2147,0.069188,296.24,0.095638,-0.011852,-0.0046578
0.00013456,0.00040548,0.9,8.6686,0.18454,295.24,-0.058845,-0.020117,0.11245
0.00012058,0.00038748,0.95344,8.6773,0.2221,295.17,-0.076872,-0.064479,0.1763
8.2106e-05,0.00036263,0.9,8.7499,0.33822,295.04,-0.23096,-0.13625,0.097844
9.2602e-05,0.00036823,0.95452,8.7351,0.30058,295.06,-0.13565,-0.13364,0.17896
0.00013318,0.00038752,0.95138,8.6315,0.18248,295.24,-0.097381,-0.029734,0.16577
0.00013945,0.00038795,0.95105,8.6148,0.15206,295.28,-0.10331,-0.017725,0.15616
0.00013658,0.00037104,0.94847,8.5806,0.15239,295.32,-0.1612,-0.016224,0.15295
0.0001306,0.00029008,0.95086,8.3994,0.070726,295.35,-0.076473,-0.16652,-0.009078
5.1527e-05,0.00031013,0.9,8.7512,0.45,296,0,0,0
0.00014932,0.00031478,0.95243,8.3739,0.046949,295.47,-0.021957,-0.14415,-0.00064216
0.00012722,0.00028819,0.94971,8.4323,0.058312,295.44,-0.17366,-0.14876,-0.017632
0.00013085,0.00028482,0.99477,8.4138,0.052855,295.29,-0.13461,-0.0023423,-0.083875
0.000182,0.00035427,0.95506,8.3214,0.028254,295.68,0.063399,-0.11213,0.022956
0.00013424,0.00035718,0.96309,8.5637,0.12351,295.38,-0.19383,-0.01793,0.14577
0.00012039,0.00026934,1.0013,8.4428,0.0615,295.25,-0.21366,-0.0029633,-0.0995
0.00015468,0.00038925,0.9,8.5631,0.1227,295.41,-0.13222,-0.015442,0.10418
0.00013614,0.00034859,0.95728,8.5464,0.091875,295.51,-0.21777,-0.0091571,0.11176
0.00012473,0.00029848,0.9429,8.4807,0.074651,295.56,-0.24406,-0.11043,0.027572
0.00014761,0.00040201,0.9,8.6145,0.15247,295.31,-0.087193,-0.0086185,0.11412
0.00010598,0.00038102,0.96457,8.7248,0.24753,295.11,-0.070241,-0.10044,0.19921
0.00013148,0.00038464,0.9937,8.6461,0.14544,295.21,-0.060542,-0.074611,0.21448
0.00013367,0.000377,1.0006,8.6149,0.12805,295.23,-0.093459,-0.065378,0.21133
0.00012724,0.00039025,0.96905,8.6688,0.18479,295.19,-0.05938,-0.058253,0.18801
0.00013153,0.00036494,1.0022,8.5882,0.11991,295.28,-0.13971,-0.051288,0.20682
5.9297e-05,0.00032882,0.9,8.7758,0.39947,294.99,-0.42208,-0.2247,0.063242
4.7785e-05,0.00030214,0.95031,8.7801,0.45,296,0,0,0
0.00021002,0.00039046,0.9,8.3028,0.027588,304.36,0,0,0
8.0993e-05,0.00035086,0.98389,8.7522,0.32218,295.01,-0.15741,-0.18365,0.23501
0.00014147,0.00030072,0.97729,8.3917,0.037858,295.38,-0.075809,-0.066457,-0.049739
0.00021181,0.00038504,0.95008,8.2945,-0.0012778,295.97,0.076951,-0.11312,0.021699
0.00026955,0.00045066,0.97287,8.2622,0.0061918,296.12,0.079074,-0.02571,-0.011143
0.00048638,0.00069227,0.95632,8.2132,0.024537,296.83,0.072335,-0.023274,-0.00027086
0.00040509,0.00060919,0.99673,8.2145,0.0017884,296.24,0.062845,0.060365,-0.13614
0.00011759,0.0002727,0.98779,8.4648,0.044385,295.59,-0.28667,-0.065067,-0.05885
0.00013635,0.00033977,0.95243,8.5274,0.068303,295.67,-0.2378,-0.023488,0.08272
0.0001234,0.00029169,0.95072,8.4665,0.048554,295.7,-0.26056,-0.12313,-0.00040007
0.00011693,0.0003979,0.9,8.7097,0.2335,295.17,-0.072126,-0.042351,0.11333
0.00012708,0.00040148,0.93587,8.6972,0.18638,295.2,-0.041814,-0.03713,0.14313
9.9023e-05,0.00038865,0.9,8.7567,0.2718,295.1,-0.10001,-0.067519,0.1104
0.00013811,0.00039764,0.95254,8.6491,0.15245,295.25,-0.059889,-0.027853,0.15518
0.00014512,0.00038712,0.94874,8.5972,0.12265,295.33,-0.11422,-0.0075307,0.14306
0.00018632,0.00037662,0.9,8.441,0.023839,295.73,-0.13213,-0.13493,0.03007
0.00013819,0.00030075,0.94971,8.4074,0.034621,295.48,-0.12084,-0.15876,-0.023428
0.00021007,0.00039104,0.9,8.3813,0.01122,295.78,-0.038034,-0.16795,0.034145
6.6705e-05,0.00033746,0.9543,8.7796,0.36597,294.97,-0.2835,-0.21278,0.15745
8.2089e-05,0.00036587,0.95301,8.7865,0.30282,295.02,-0.13635,-0.13423,0.193
5.0974e-05,0.00030865,0.97274,8.7992,0.41102,294.98,-0.40503,-0.28747,0.11225
0.00040838,0.00060825,0.9,8.233,0.028849,309.01,0,0,0
0.00049033,0.00072331,0.96463,8.1834,0.053234,296.59,0.092269,-0.0185,-0.012152
0.00010721,0.00038031,0.99194,8.7415,0.1958,295.1,-0.023468,-0.12525,0.26231
0.00016977,0.00033886,0.95506,8.3475,0.022798,295.59,0.024463,-0.11767,0.006801
0.00025627,0.00043105,0.91815,8.27,1.7262e-08,307.56,0,0,0
0.00043495,0.0006595,0.9932,8.1858,0.027297,296.26,0.064564,0.049801,-0.14048
0.00012501,0.00031146,0.97767,8.5005,0.037155,296.04,-0.29617,-0.052307,0.029494
0.00017705,0.00041277,0.9,8.5647,0.053631,295.49,-0.096837,-0.0002349,0.074102
0.00014088,0.00033779,0.94162,8.5013,0.038865,295.82,-0.23437,-0.063831,0.047817
0.00012095,0.00039225,0.97414,8.7087,0.18038,295.16,-0.029787,-0.080301,0.20094
9.7971e-05,0.00038235,0.95037,8.7626,0.25498,295.08,-0.070311,-0.097419,0.18603
0.00014029,0.00037737,0.98764,8.5945,0.096911,295.31,-0.11776,-0.030741,0.17107
0.00014627,0.00040033,0.94827,8.6309,0.12187,295.29,-0.064956,-0.014673,0.14016
0.00015322,0.00034466,0.91887,8.4709,0.031226,295.77,-0.18733,-0.11094,0.033826
6.5356e-05,0.00035053,0.9,8.8132,0.36021,294.99,-0.30039,-0.15288,0.088821
4.6805e-05,0.00030039,1.0169,8.8392,0.4021,294.96,-0.29128,-0.28393,0.21679
6.2851e-05,0.00032912,1.0018,8.8136,0.34911,294.95,-0.20195,-0.22989,0.28775
0.00022593,0.00040171,0.9,8.3208,-0.0036491,304.12,0,0,0
0.00011408,0.00039497,0.94714,8.7324,0.21108,295.15,-0.040242,-0.06433,0.16616
9.1505e-05,0.00036516,1.0065,8.7841,0.21303,295.04,-0.023879,-0.16558,0.34352
0.0001269,0.00028709,0.96693,8.4414,0.023413,295.62,-0.23904,-0.11207,-0.058827
0.00019091,0.0003622,0.95019,8.3259,-0.0024698,295.73,0.052317,-0.1323,0.016218
0.0004119,0.00059327,0.94236,8.2369,-0.0061935,297.01,0.052737,-0.055133,0.019969
0.00024218,0.0004157,0.97708,8.2945,-0.026851,295.9,0.077129,-0.026589,-0.024519
0.00035789,0.00054889,1.0094,8.2375,-0.039716,296.03,0.0636,0.10007,-0.20278
0.00014966,0.00038453,0.95144,8.5806,0.089703,295.4,-0.13076,0.0030977,0.12471
0.0001499,0.00041892,0.9,8.6641,0.12034,295.29,-0.026866,-0.0061293,0.097145
0.00013521,0.00040355,0.95294,8.6826,0.148,295.22,-0.029526,-0.038066,0.15395
8.114e-05,0.00037744,0.9,8.8089,0.30291,295.04,-0.14793,-0.089528,0.10884
0.00013374,0.00038343,1.0073,8.6447,0.11192,295.21,-0.049559,-0.094316,0.22174
0.0001519,0.00039963,0.95374,8.6143,0.09292,295.32,-0.073188,-0.0053261,0.1316
0.00015319,0.00031807,0.95655,8.3814,0.010753,295.54,-0.058782,-0.13021,-0.024364
5.3933e-05,0.00032609,0.94834,8.8341,0.38701,294.96,-0.37097,-0.21466,0.12799
4.6536e-05,0.00030939,0.9,8.8077,0.45,296,0,0,0
5.0561e-05,0.00032163,0.9,8.8251,0.41012,295,-0.47386,-0.2098,0.054276
4.2619e-05,0.00030213,0.95026,8.8378,0.45,296,0,0,0
8.6212e-05,0.00037139,0.98083,8.8061,0.24466,295.03,-0.047255,-0.13498,0.27527
0.0001362,0.00029314,0.97627,8.4134,0.016862,295.42,-0.15607,-0.07642,-0.078517
0.00033398,0.00050857,0.9629,8.2625,-0.039529,296.26,0.079775,-0.05998,-0.0085907
0.00068365,0.00091043,0.94959,8.1863,0.019444,296.99,0.081372,-0.01817,-0.011472
0.00013347,0.00031805,0.95031,8.4751,0.013952,295.97,-0.26438,-0.10436,0.004019
0.00016379,0.00041743,0.9,8.614,0.092781,295.36,-0.057667,0.0042468,0.091516
0.00015142,0.00038004,0.96438,8.566,0.049778,295.47,-0.14657,0.0036286,0.10309
0.00015163,0.00036995,0.95357,8.5361,0.028342,295.66,-0.18456,-0.0067087,0.071025
0.00013565,0.00041839,0.9,8.7149,0.13912,295.23,-0.0052154,-0.017791,0.099811
9.3367e-05,0.0003964,0.9,8.8119,0.2432,295.09,-0.049329,-0.056498,0.11236
0.00013837,0.00039806,0.97983,8.6648,0.11753,295.23,-0.032246,-0.057305,0.17875
0.00014477,0.00039855,0.9825,8.6468,0.087983,295.25,-0.038227,-0.049747,0.16617
0.00014251,0.00030749,0.95168,8.4152,-0.00061387,295.64,-0.16636,-0.14726,-0.050416
0.00020379,0.00040993,0.9,8.4835,-0.020833,295.75,-0.13317,-0.057528,0.03181
0.00013716,0.000312,0.95168,8.4492,-0.011298,295.95,-0.24669,-0.12608,-0.046943
0.00017828,0.00034715,0.95089,8.3554,-0.013424,295.66,-0.003138,-0.12829,-0.010932
6.8768e-05,0.00035649,0.94622,8.8299,0.32976,294.98,-0.19456,-0.14737,0.17382
8.0774e-05,0.00037549,0.95167,8.8283,0.27261,295.03,-0.083918,-0.10943,0.20384
6.6243e-05,0.00033703,1.0133,8.8325,0.30692,294.95,-0.10887,-0.20631,0.38567
0.00010972,0.0003963,0.9594,8.7672,0.18489,295.13,-0.0092075,-0.077964,0.1937
0.00011549,0.00039613,0.97737,8.7575,0.14724,295.14,0.0045217,-0.094645,0.21756
9.7612e-05,0.00038467,0.98398,8.8036,0.18035,295.07,-7.455e-05,-0.11873,0.27129
0.00020201,0.00042957,0.9,8.5429,-0.0074546,295.54,-0.085347,0.0003148,0.051538
0.00017992,0.0003943,0.91909,8.513,-0.013163,295.66,-0.13725,-0.023125,0.049361
0.00019424,0.00036302,0.97862,8.3403,-0.030463,295.67,0.016743,-0.027913,-0.043112
0.00021573,0.00038623,0.94989,8.319,-0.03315,295.85,0.060869,-0.12575,0.0035599
0.00030441,0.00047454,0.9182,8.2717,-0.029087,307.14,0,0,0
0.00052741,0.00073831,0.99116,8.1984,-0.035875,296.31,0.055531,0.05664,-0.1591
0.00013476,0.00034136,0.98839,8.5053,-0.0099081,295.95,-0.24572,-0.055689,0.058088
0.00015913,0.00040186,0.95144,8.5998,0.062408,295.36,-0.07859,0.0053925,0.1115
0.00014698,0.00035645,0.95073,8.5091,0.0035205,295.82,-0.21663,-0.042567,0.050111
0.0001099,0.00040398,0.9,8.764,0.21377,295.14,-0.032158,-0.040818,0.10969
0.00012364,0.00040598,0.94453,8.7348,0.16115,295.18,-0.0075521,-0.048348,0.15193
0.00012643,0.00038488,1.01,8.6887,0.11725,295.17,-0.015153,-0.12803,0.25007
0.00012745,0.00040065,0.97248,8.716,0.14066,295.18,-0.0054576,-0.070048,0.18581
0.00015204,0.00041057,0.948,8.6476,0.091951,295.29,-0.034132,-0.012634,0.1254
0.00022637,0.00041167,0.9,8.4232,-0.036901,295.84,-0.11237,-0.12819,-0.0007136
0.0001583,0.00032434,0.95212,8.3895,-0.024508,295.65,-0.10048,-0.13978,-0.053322
0.00027724,0.00045099,0.9,8.364,-0.047844,295.92,-0.0085833,-0.14277,-0.0069582
5.0737e-05,0.00033189,0.9,8.864,0.39068,294.99,-0.41716,-0.17075,0.074979
3.9012e-05,0.00029429,1.0002,8.8683,0.45,296,0,0,0
4.0744e-05,0.00030079,1.0168,8.898,0.4019,294.99,-0.30431,-0.22242,0.21797
5.5531e-05,0.00033253,0.98211,8.8643,0.35615,294.94,-0.24524,-0.19352,0.23544
6.6172e-05,0.00034829,1.002,8.8655,0.27453,294.96,-0.076676,-0.17518,0.38013
9.9002e-05,0.00039311,0.94799,8.7966,0.21381,295.09,-0.020327,-0.077466,0.18647
0.00011823,0.00038669,1.0026,8.7354,0.1209,295.14,0.0060423,-0.13454,0.2643
8.1111e-05,0.00036645,0.99728,8.8382,0.216,295.01,-0.022197,-0.15361,0.34507
0.00021055,0.00038063,0.94423,8.3318,-0.035855,295.81,0.045682,-0.14176,-0.0010431
0.0002274,0.00039866,0.98664,8.3158,-0.044673,295.78,0.047138,0.0032227,-0.05464
0.00035711,0.00052499,0.96699,8.2761,-0.080243,296.06,0.071326,-0.048075,-0.032744
0.00017829,0.00043208,0.9,8.6208,0.040811,295.38,-0.030224,0.011516,0.072961
0.00017879,0.00042241,0.92522,8.5991,0.019108,295.4,-0.049525,0.017492,0.074915
0.00016717,0.00039988,0.95294,8.5716,0.011894,295.43,-0.096156,0.0078597,0.081531
0.00013967,0.00041147,0.94981,8.6973,0.11439,295.23,-0.0055125,-0.034617,0.13901
0.00011999,0.00041542,0.9,8.7659,0.15836,295.18,0.0061329,-0.028557,0.10432
7.6878e-05,0.00038812,0.9,8.864,0.27172,295.04,-0.081686,-0.071384,0.11403
0.00014679,0.00039181,0.99399,8.6207,0.068104,295.27,-0.057953,-0.049004,0.1646
0.00014002,0.00040257,0.98555,8.6844,0.08786,295.22,-0.0080999,-0.068769,0.17555
0.00015917,0.00041266,0.948,8.6331,0.065441,295.32,-0.037426,-0.0032393,0.11298
4.7397e-05,0.00032849,0.94199,8.8936,0.3856,294.98,-0.38223,-0.16981,0.1187
4.1306e-05,0.00030817,0.9,8.864,0.45,296,0,0,0
8.1173e-05,0.00038702,0.94983,8.8615,0.23098,295.03,-0.027225,-0.091508,0.20349
5.5065e-05,0.00033157,1.0196,8.8956,0.30264,294.92,-0.10858,-0.19711,0.43241
0.00031568,0.0004805,0.94388,8.2984,-0.079874,296.02,0.063162,-0.11308,-0.010731
0.00035626,0.00051871,0.91305,8.2717,-0.057596,306.24,0,0,0
